transaction_id,order_id,product_id,quantity,amount,payment_mode
T030983,O014960,P00850,1,230,UPI
T030984,O015323,P00449,5,750,UPI
T030985,O003685,P00100,3,240,UPI
T030986,O019310,P00195,2,80,Debit Card
T030987,O006079,P00134,2,700,Credit Card
T030988,O017933,P00811,1,380,Debit Card
T030989,O016523,P00700,4,280,Debit Card
T030990,O008749,P01024,1,270,UPI
T030991,O010235,P01127,3,330,Debit Card
T030992,O013687,P00454,1,140,Wallet
T030993,O000086,P00139,1,190,Credit Card
T030994,O019947,P00792,2,760,Net Banking
T030995,O000832,P00310,1,90,Credit Card
T030996,O018136,P00296,2,240,Credit Card
T030997,O001489,P01186,2,140,Cash on Delivery
T030998,O013851,P00758,2,460,UPI
T030999,O008009,P00453,5,550,UPI
T031000,O013840,P00603,1,110,Cash on Delivery
T031001,O006003,P01106,3,840,Net Banking
T031002,O008210,P00139,3,570,Credit Card
T031003,O011876,P00885,4,200,UPI
T031004,O013672,P00675,2,120,UPI
T031005,O012932,P00513,4,880,Credit Card
T031006,O000315,P00257,4,1760,UPI
T031007,O015695,P01015,5,1400,Debit Card
T031008,O011471,P00074,4,360,UPI
T031009,O016662,P00402,2,380,UPI
T031010,O004578,P00948,5,950,Credit Card
T031011,O019482,P00775,3,1350,UPI
T031012,O005147,P00897,1,240,UPI
T031013,O015619,P00117,4,160,UPI
T031014,O003234,P00288,2,1180,Debit Card
T031015,O014903,P00256,4,1280,Debit Card
T031016,O019055,P00121,5,1200,UPI
T031017,O018659,P01147,5,200,Net Banking
T031018,O019687,P00321,5,500,Credit Card
T031019,O007085,P00209,5,850,Credit Card
T031020,O015027,P00010,2,180,Net Banking
T031021,O004288,P00105,4,2080,UPI
T031022,O004086,P00573,2,460,UPI
T031023,O015247,P00815,5,1700,UPI
T031024,O011646,P00578,5,2650,UPI
T031025,O007544,P00037,2,900,Credit Card
T031026,O007609,P00651,2,1020,UPI
T031027,O004344,P00420,4,1000,Credit Card
T031028,O018941,P00117,3,120,Credit Card
T031029,O018424,P00635,1,110,UPI
T031030,O012035,P00004,3,900,UPI
T031031,O015664,P00790,2,360,UPI
T031032,O008272,P00283,2,520,UPI
T031033,O019670,P00918,5,800,UPI
T031034,O009722,P01082,3,510,UPI
T031035,O013541,P01132,1,140,Debit Card
T031036,O014969,P00804,2,1020,UPI
T031037,O013777,P00341,2,440,UPI
T031038,O008380,P00883,2,100,Credit Card
T031039,O001284,P00542,3,690,Debit Card
T031040,O014443,P00056,3,450,UPI
T031041,O006672,P01059,4,800,Debit Card
T031042,O002645,P00957,5,500,Debit Card
T031043,O016010,P00474,4,2600,UPI
T031044,O001470,P00900,2,1000,Credit Card
T031045,O008871,P00613,3,1050,Credit Card
T031046,O002954,P00511,1,40,UPI
T031047,O009492,P00812,2,400,UPI
T031048,O014062,P00995,3,600,Debit Card
T031049,O016427,P00129,4,400,Credit Card
T031050,O000089,P01101,4,680,Credit Card
T031051,O006047,P00272,3,360,Credit Card
T031052,O010644,P00794,3,60,UPI
T031053,O002270,P00569,5,750,UPI
T031054,O001622,P00944,4,360,Cash on Delivery
T031055,O014619,P00159,1,100,UPI
T031056,O009827,P00050,5,650,Debit Card
T031057,O007840,P00935,4,320,UPI
T031058,O002101,P00427,1,180,Cash on Delivery
T031059,O002323,P00071,3,420,Debit Card
T031060,O006198,P00667,1,140,Debit Card
T031061,O002535,P00421,1,200,UPI
T031062,O000006,P00951,2,240,UPI
T031063,O013655,P00448,4,1160,Debit Card
T031064,O016945,P00258,5,1100,UPI
T031065,O009375,P00957,1,100,UPI
T031066,O004621,P00393,1,530,UPI
T031067,O013623,P00559,3,660,UPI
T031068,O002040,P00652,1,60,UPI
T031069,O012586,P00786,1,120,Credit Card
T031070,O017135,P00546,1,210,UPI
T031071,O018115,P00625,4,120,Cash on Delivery
T031072,O014336,P01198,5,750,UPI
T031073,O000192,P00368,2,120,UPI
T031074,O016161,P00402,2,380,UPI
T031075,O019811,P00161,5,1550,Credit Card
T031076,O008518,P01179,2,260,Net Banking
T031077,O018442,P00790,3,540,Debit Card
T031078,O001260,P00053,1,300,Cash on Delivery
T031079,O014532,P00168,5,2150,Cash on Delivery
T031080,O005315,P00588,4,200,Net Banking
T031081,O010644,P00649,5,1900,Debit Card
T031082,O001669,P00008,3,420,Debit Card
T031083,O013350,P00414,1,220,Wallet
T031084,O004383,P00699,4,280,Cash on Delivery
T031085,O000109,P00837,5,150,UPI
T031086,O002641,P00099,4,680,UPI
T031087,O009479,P00566,4,880,UPI
T031088,O001994,P01150,1,390,Credit Card
T031089,O000886,P00615,5,200,UPI
T031090,O006288,P00986,5,1950,Debit Card
T031091,O012079,P00495,2,280,UPI
T031092,O002922,P00799,4,440,Net Banking
T031093,O003047,P00258,5,1100,UPI
T031094,O019932,P00986,4,1560,Debit Card
T031095,O009581,P00535,5,500,Cash on Delivery
T031096,O004949,P00569,1,150,UPI
T031097,O019635,P00885,3,150,UPI
T031098,O008658,P01181,2,760,Cash on Delivery
T031099,O019113,P00882,4,2640,Cash on Delivery
T031100,O014321,P00469,5,1450,UPI
T031101,O019436,P00042,4,1080,Debit Card
T031102,O016385,P00002,2,180,Cash on Delivery
T031103,O016560,P00905,5,2150,Debit Card
T031104,O002151,P01127,3,330,Credit Card
T031105,O016468,P00930,5,3900,UPI
T031106,O004679,P00356,3,750,Debit Card
T031107,O011225,P00253,1,160,UPI
T031108,O000094,P00283,3,780,UPI
T031109,O014953,P00248,1,20,Credit Card
T031110,O004185,P00736,3,510,Debit Card
T031111,O011477,P00132,2,440,Debit Card
T031112,O012083,P00400,1,370,Credit Card
T031113,O005748,P00538,3,840,Cash on Delivery
T031114,O011581,P01163,3,1680,Wallet
T031115,O017952,P00939,2,540,Debit Card
T031116,O001829,P00180,5,1150,UPI
T031117,O010377,P00229,4,840,Wallet
T031118,O003988,P00144,2,600,UPI
T031119,O012418,P00260,4,1240,UPI
T031120,O004315,P00797,3,60,UPI
T031121,O000358,P00396,4,400,Debit Card
T031122,O010149,P01016,1,240,Debit Card
T031123,O011208,P00693,2,300,Credit Card
T031124,O011349,P00345,1,200,UPI
T031125,O012396,P00716,3,510,Credit Card
T031126,O008994,P00490,2,460,Wallet
T031127,O012843,P00041,2,560,UPI
T031128,O009480,P00228,5,350,Debit Card
T031129,O007654,P00776,4,800,UPI
T031130,O013278,P00908,2,140,Net Banking
T031131,O008896,P00217,3,150,Debit Card
T031132,O017842,P00792,2,760,Net Banking
T031133,O006429,P00607,5,1200,UPI
T031134,O000112,P00076,5,1700,Debit Card
T031135,O017044,P00295,2,1080,UPI
T031136,O009784,P00463,1,500,UPI
T031137,O012352,P00074,4,360,UPI
T031138,O001840,P00673,2,240,Cash on Delivery
T031139,O009485,P00667,5,700,UPI
T031140,O019734,P00219,5,650,Debit Card
T031141,O010347,P00739,4,320,UPI
T031142,O019947,P00817,1,130,UPI
T031143,O013556,P00717,1,460,UPI
T031144,O019989,P00427,2,360,Debit Card
T031145,O018019,P00622,4,840,UPI
T031146,O009623,P00019,2,520,Credit Card
T031147,O017128,P00927,3,420,Net Banking
T031148,O000555,P00289,4,2200,UPI
T031149,O018764,P00014,2,740,Credit Card
T031150,O013839,P00631,4,560,UPI
T031151,O014872,P00783,4,2400,UPI
T031152,O008908,P00090,2,220,UPI
T031153,O013004,P00352,1,50,UPI
T031154,O009340,P00543,1,670,Credit Card
T031155,O013874,P00407,3,480,UPI
T031156,O016707,P01079,5,300,UPI
T031157,O010877,P00371,2,340,UPI
T031158,O018525,P01016,5,1200,UPI
T031159,O010999,P00385,3,180,UPI
T031160,O009449,P00375,3,1290,Debit Card
T031161,O006236,P01062,3,840,Debit Card
T031162,O011742,P00269,3,510,Net Banking
T031163,O008031,P00010,2,180,Cash on Delivery
T031164,O017098,P00871,4,920,Net Banking
T031165,O008009,P01011,1,230,Credit Card
T031166,O003652,P00863,3,1680,Cash on Delivery
T031167,O004689,P00247,3,120,Cash on Delivery
T031168,O016598,P00577,5,3200,Cash on Delivery
T031169,O010251,P00739,5,400,Credit Card
T031170,O012391,P00769,4,2880,Cash on Delivery
T031171,O011769,P00655,5,550,Credit Card
T031172,O018849,P00329,5,2800,UPI
T031173,O008645,P00023,1,240,UPI
T031174,O019247,P00001,2,500,Cash on Delivery
T031175,O015878,P00617,3,540,Credit Card
T031176,O002987,P01109,4,160,UPI
T031177,O005892,P00339,3,660,Credit Card
T031178,O014212,P00112,4,2360,Cash on Delivery
T031179,O006687,P01043,2,460,UPI
T031180,O004504,P00275,3,1170,Net Banking
T031181,O017880,P00379,5,350,UPI
T031182,O009645,P00646,5,300,UPI
T031183,O008210,P00896,5,2350,Cash on Delivery
T031184,O003305,P01064,5,850,Credit Card
T031185,O004532,P00045,1,180,UPI
T031186,O010756,P00439,5,350,UPI
T031187,O001913,P01162,4,840,UPI
T031188,O005779,P00119,1,220,Net Banking
T031189,O013584,P00509,2,1520,Credit Card
T031190,O000799,P00203,1,130,UPI
T031191,O002747,P01125,2,780,Net Banking
T031192,O016930,P00151,3,150,Wallet
T031193,O001531,P00090,3,330,UPI
T031194,O003211,P01085,4,520,UPI
T031195,O017700,P00050,4,520,Cash on Delivery
T031196,O013893,P00016,4,560,Debit Card
T031197,O002286,P00303,4,880,Cash on Delivery
T031198,O000988,P01038,2,1600,Credit Card
T031199,O016681,P00266,5,100,UPI
T031200,O017656,P00454,1,140,UPI
T031201,O012305,P00736,1,170,Credit Card
T031202,O008421,P00358,4,560,UPI
T031203,O014066,P00206,4,520,Debit Card
T031204,O000869,P00841,1,690,UPI
T031205,O001270,P00035,5,3850,Wallet
T031206,O018916,P00463,2,1000,Debit Card
T031207,O008385,P00017,4,880,Cash on Delivery
T031208,O019837,P01127,2,220,Credit Card
T031209,O011411,P00396,2,200,UPI
T031210,O004893,P00305,3,870,UPI
T031211,O012850,P00345,3,600,Wallet
T031212,O018841,P01099,5,900,Debit Card
T031213,O007338,P00364,5,3500,Credit Card
T031214,O003444,P01134,3,690,UPI
T031215,O007095,P00436,4,1800,Cash on Delivery
T031216,O002224,P00261,1,130,UPI
T031217,O006268,P00717,4,1840,UPI
T031218,O011387,P00540,4,1920,Cash on Delivery
T031219,O016092,P00684,1,240,UPI
T031220,O012005,P00880,3,2160,Cash on Delivery
T031221,O016272,P00892,2,180,UPI
T031222,O009943,P00649,1,380,UPI
T031223,O013242,P00867,3,480,UPI
T031224,O003994,P00486,1,180,UPI
T031225,O001383,P00873,4,2760,Net Banking
T031226,O008694,P00789,2,440,UPI
T031227,O007463,P00014,2,740,UPI
T031228,O006163,P00965,5,600,Credit Card
T031229,O005267,P01181,1,380,Debit Card
T031230,O003287,P00109,4,520,UPI
T031231,O019341,P00346,5,450,Net Banking
T031232,O011832,P00609,3,840,UPI
T031233,O000395,P00258,5,1100,Debit Card
T031234,O010997,P00956,3,120,Credit Card
T031235,O008953,P00133,4,1880,Debit Card
T031236,O000993,P00422,1,180,UPI
T031237,O007510,P00031,2,440,UPI
T031238,O015059,P00030,4,1000,Wallet
T031239,O013690,P00248,2,40,UPI
T031240,O013542,P00890,1,530,UPI
T031241,O019568,P00563,5,400,UPI
T031242,O013350,P00304,2,120,UPI
T031243,O007235,P00967,3,180,UPI
T031244,O011605,P01043,1,230,UPI
T031245,O005120,P00281,2,500,Cash on Delivery
T031246,O007920,P00667,3,420,Debit Card
T031247,O001595,P00939,4,1080,UPI
T031248,O018921,P00451,5,250,UPI
T031249,O007506,P00909,4,1600,UPI
T031250,O001495,P00872,2,380,Credit Card
T031251,O000928,P01028,3,630,Credit Card
T031252,O010233,P01149,4,640,UPI
T031253,O015122,P00518,2,440,UPI
T031254,O009411,P00510,1,120,Cash on Delivery
T031255,O005528,P00407,5,800,UPI
T031256,O006037,P00834,5,1200,Credit Card
T031257,O004810,P00058,1,400,UPI
T031258,O008430,P00210,1,200,UPI
T031259,O009976,P00677,5,1300,UPI
T031260,O003211,P00909,4,1600,UPI
T031261,O009411,P01022,1,150,UPI
T031262,O015898,P00165,4,1080,UPI
T031263,O001197,P00346,1,90,UPI
T031264,O005868,P01052,1,100,UPI
T031265,O017559,P00391,3,270,Net Banking
T031266,O001965,P01190,3,900,UPI
T031267,O000620,P00903,2,320,UPI
T031268,O016764,P00079,2,420,Debit Card
T031269,O012993,P00682,2,480,UPI
T031270,O017755,P01027,4,160,UPI
T031271,O010045,P00620,3,630,Debit Card
T031272,O018543,P00269,3,510,Debit Card
T031273,O005644,P01005,2,1040,Credit Card
T031274,O001944,P00297,2,1300,UPI
T031275,O017230,P01008,4,680,Cash on Delivery
T031276,O013161,P01010,1,110,UPI
T031277,O019738,P00834,4,960,Credit Card
T031278,O006014,P00202,2,440,Credit Card
T031279,O018614,P01004,5,200,UPI
T031280,O016279,P00585,4,2320,UPI
T031281,O010394,P00486,3,540,UPI
T031282,O019381,P00772,2,500,Credit Card
T031283,O016918,P00472,2,580,Debit Card
T031284,O009467,P00030,5,1250,UPI
T031285,O016689,P00085,1,330,Debit Card
T031286,O014954,P00117,4,160,UPI
T031287,O012386,P00898,1,130,UPI
T031288,O012216,P00052,3,240,Credit Card
T031289,O007413,P00246,3,330,UPI
T031290,O013966,P00267,3,600,UPI
T031291,O007166,P00233,3,990,Debit Card
T031292,O009412,P00536,2,100,UPI
T031293,O017060,P00360,4,1080,Net Banking
T031294,O005894,P01057,1,120,Wallet
T031295,O002569,P00649,3,1140,Debit Card
T031296,O005965,P00527,2,200,Credit Card
T031297,O002068,P00318,5,2600,Debit Card
T031298,O009680,P00278,5,950,UPI
T031299,O012214,P00146,4,2120,UPI
T031300,O003510,P00493,1,280,UPI
T031301,O017109,P01151,5,200,UPI
T031302,O019076,P00971,5,2950,Debit Card
T031303,O007468,P00638,4,2160,Debit Card
T031304,O019743,P00118,5,2000,UPI
T031305,O001018,P01073,1,220,UPI
T031306,O016547,P00321,4,400,UPI
T031307,O007920,P01150,5,1950,Credit Card
T031308,O000980,P00251,2,1120,UPI
T031309,O009718,P00769,1,720,UPI
T031310,O003966,P00798,4,800,UPI
T031311,O016847,P00737,4,760,UPI
T031312,O003122,P00222,1,120,UPI
T031313,O007202,P00069,3,1140,UPI
T031314,O005223,P00744,3,1980,Net Banking
T031315,O001766,P00295,1,540,UPI
T031316,O012854,P00307,5,450,UPI
T031317,O015033,P00003,1,100,UPI
T031318,O016612,P00031,3,660,UPI
T031319,O013179,P00587,3,570,Wallet
T031320,O001342,P00576,3,270,Credit Card
T031321,O009444,P01192,1,490,UPI
T031322,O013645,P01022,3,450,Credit Card
T031323,O019318,P00889,3,1740,UPI
T031324,O000118,P01071,4,440,UPI
T031325,O014076,P00492,5,2100,UPI
T031326,O009455,P00319,4,320,Cash on Delivery
T031327,O008521,P00126,5,2400,Net Banking
T031328,O016784,P01113,3,690,Credit Card
T031329,O012509,P00155,1,500,Credit Card
T031330,O018190,P00239,1,170,UPI
T031331,O009419,P00661,5,1350,Debit Card
T031332,O008859,P00612,1,700,Wallet
T031333,O017120,P00072,5,200,UPI
T031334,O015088,P00427,4,720,UPI
T031335,O003924,P01026,5,600,Credit Card
T031336,O009910,P00917,3,840,UPI
T031337,O019203,P00848,3,390,Debit Card
T031338,O017816,P00961,1,250,Debit Card
T031339,O004242,P01019,3,450,UPI
T031340,O001976,P00075,5,2250,UPI
T031341,O003853,P00643,2,1160,UPI
T031342,O005820,P00774,4,1040,Debit Card
T031343,O007945,P01061,4,1840,Cash on Delivery
T031344,O007858,P00706,3,810,UPI
T031345,O014716,P00366,2,220,UPI
T031346,O007221,P00674,5,1400,UPI
T031347,O012002,P01173,5,1350,Wallet
T031348,O003482,P00800,3,630,Debit Card
T031349,O000379,P00287,5,1000,UPI
T031350,O018690,P00315,4,200,Debit Card
T031351,O017158,P01135,3,840,Cash on Delivery
T031352,O014284,P00061,3,570,UPI
T031353,O014919,P00553,1,40,UPI
T031354,O002152,P00563,1,80,Debit Card
T031355,O000786,P00770,1,660,Debit Card
T031356,O011010,P00494,3,1230,Cash on Delivery
T031357,O005784,P00987,3,330,Cash on Delivery
T031358,O007784,P00783,4,2400,UPI
T031359,O000851,P00251,1,560,UPI
T031360,O010601,P00834,2,480,Cash on Delivery
T031361,O004309,P00924,4,400,UPI
T031362,O012826,P00712,4,680,UPI
T031363,O012150,P00072,5,200,Credit Card
T031364,O008891,P00359,2,800,Net Banking
T031365,O014048,P00445,1,420,Cash on Delivery
T031366,O000529,P00250,1,550,Net Banking
T031367,O017879,P00850,3,690,UPI
T031368,O013021,P00356,2,500,UPI
T031369,O010169,P00295,3,1620,UPI
T031370,O006854,P00918,1,160,UPI
T031371,O015882,P00570,2,580,Cash on Delivery
T031372,O004480,P00408,4,840,UPI
T031373,O016050,P01009,3,480,UPI
T031374,O011260,P00646,3,180,Debit Card
T031375,O000060,P01048,1,510,Wallet
T031376,O001417,P01161,2,480,UPI
T031377,O000211,P00638,5,2700,Cash on Delivery
T031378,O017208,P00169,5,1050,Credit Card
T031379,O007143,P00886,1,320,UPI
T031380,O014146,P01067,4,1160,UPI
T031381,O009165,P00654,5,1200,UPI
T031382,O012159,P00687,1,190,Credit Card
T031383,O019482,P01192,1,490,Cash on Delivery
T031384,O003595,P00132,4,880,UPI
T031385,O017081,P01086,4,2360,UPI
T031386,O011658,P00008,2,280,UPI
T031387,O007846,P00995,2,400,Debit Card
T031388,O014223,P01006,5,2850,Wallet
T031389,O017711,P00958,2,220,Debit Card
T031390,O006074,P00763,4,440,Credit Card
T031391,O000187,P01037,4,2040,UPI
T031392,O013950,P00790,2,360,Debit Card
T031393,O005406,P00343,5,1150,Cash on Delivery
T031394,O009386,P00010,3,270,UPI
T031395,O015273,P00986,5,1950,Debit Card
T031396,O004698,P00686,4,2320,Debit Card
T031397,O014946,P00316,4,2040,UPI
T031398,O004325,P00320,5,2900,UPI
T031399,O006890,P00596,5,1050,Debit Card
T031400,O002100,P00246,3,330,Credit Card
T031401,O011068,P00525,4,280,UPI
T031402,O017989,P00888,3,120,Cash on Delivery
T031403,O007846,P00961,5,1250,UPI
T031404,O006256,P00936,2,700,Credit Card
T031405,O007428,P00397,3,780,Debit Card
T031406,O017571,P00814,1,180,UPI
T031407,O008368,P00789,2,440,UPI
T031408,O012426,P01110,3,600,Credit Card
T031409,O003376,P00828,1,380,Debit Card
T031410,O008019,P00377,5,1250,UPI
T031411,O014300,P00398,2,520,UPI
T031412,O000522,P00633,4,1960,UPI
T031413,O003186,P00633,5,2450,UPI
T031414,O005361,P00333,3,690,UPI
T031415,O011537,P00778,2,320,UPI
T031416,O002771,P00129,2,200,Net Banking
T031417,O014846,P01112,1,90,UPI
T031418,O012441,P01089,3,450,UPI
T031419,O018373,P01003,1,230,UPI
T031420,O002017,P01178,5,3450,Debit Card
T031421,O004618,P00192,2,60,Credit Card
T031422,O016036,P00919,5,500,UPI
T031423,O002308,P00822,4,2200,UPI
T031424,O004727,P00202,3,660,Debit Card
T031425,O009937,P00829,5,950,Credit Card
T031426,O008239,P00678,5,1250,UPI
T031427,O010038,P00748,2,1180,Credit Card
T031428,O000032,P00677,2,520,UPI
T031429,O012620,P00091,1,70,UPI
T031430,O017944,P00821,5,200,Debit Card
T031431,O011446,P00885,1,50,UPI
T031432,O018299,P00970,2,640,UPI
T031433,O008709,P00193,4,840,Cash on Delivery
T031434,O019195,P00707,5,800,Debit Card
T031435,O011930,P00250,4,2200,Cash on Delivery
T031436,O017737,P01146,3,450,UPI
T031437,O017615,P00809,1,130,UPI
T031438,O005003,P01159,1,80,Credit Card
T031439,O001456,P00050,4,520,Credit Card
T031440,O008109,P00836,1,100,UPI
T031441,O002875,P00680,2,400,Debit Card
T031442,O019239,P00294,1,200,Net Banking
T031443,O004086,P00691,1,240,UPI
T031444,O005699,P00070,4,640,Debit Card
T031445,O011508,P00749,1,80,Cash on Delivery
T031446,O002717,P01150,5,1950,UPI
T031447,O004553,P00230,5,650,Debit Card
T031448,O016294,P01107,1,150,Wallet
T031449,O019286,P00799,1,110,Wallet
T031450,O006021,P00522,2,200,Debit Card
T031451,O005753,P00176,5,1350,UPI
T031452,O014261,P00429,1,210,UPI
T031453,O014746,P00047,2,1540,Debit Card
T031454,O013454,P00146,2,1060,UPI
T031455,O019675,P00003,3,300,Cash on Delivery
T031456,O016773,P00586,1,110,Credit Card
T031457,O014044,P00785,5,1350,UPI
T031458,O005459,P00497,1,120,Net Banking
T031459,O015284,P00489,2,160,UPI
T031460,O007822,P00583,2,1140,UPI
T031461,O016463,P00308,3,480,UPI
T031462,O012008,P01175,2,600,UPI
T031463,O011533,P01036,4,480,Debit Card
T031464,O017367,P00247,2,80,UPI
T031465,O013954,P00395,5,700,Credit Card
T031466,O013722,P01065,3,930,Credit Card
T031467,O013827,P00209,5,850,UPI
T031468,O000632,P00510,4,480,UPI
T031469,O004901,P00804,2,1020,Wallet
T031470,O016839,P00383,1,300,Cash on Delivery
T031471,O016792,P00949,5,1350,UPI
T031472,O008557,P00693,3,450,UPI
T031473,O016442,P00179,2,780,Cash on Delivery
T031474,O008649,P00518,2,440,Credit Card
T031475,O014478,P00988,5,300,UPI
T031476,O010777,P00852,5,200,Credit Card
T031477,O011347,P00601,4,600,UPI
T031478,O007844,P00849,1,310,Debit Card
T031479,O008221,P00258,3,660,UPI
T031480,O000798,P00276,4,1320,Debit Card
T031481,O008504,P00689,5,400,Cash on Delivery
T031482,O007840,P00558,2,260,Credit Card
T031483,O006731,P00573,3,690,UPI
T031484,O014035,P00568,2,680,UPI
T031485,O002459,P00409,1,150,Debit Card
T031486,O002798,P00040,3,360,Credit Card
T031487,O000370,P01071,3,330,UPI
T031488,O017879,P01140,1,200,UPI
T031489,O012876,P00853,5,350,UPI
T031490,O010465,P00356,5,1250,Wallet
T031491,O000308,P00479,2,240,Cash on Delivery
T031492,O014160,P00544,5,1300,Cash on Delivery
T031493,O003380,P00832,1,260,UPI
T031494,O013860,P00711,5,450,UPI
T031495,O002728,P00583,2,1140,UPI
T031496,O007368,P00601,1,150,UPI
T031497,O016140,P00112,3,1770,UPI
T031498,O007406,P00270,3,660,Credit Card
T031499,O003072,P00802,5,1400,UPI
T031500,O003243,P00594,3,600,Debit Card
T031501,O010581,P00973,5,1000,Credit Card
T031502,O018738,P01182,1,210,UPI
T031503,O006207,P00968,2,980,Cash on Delivery
T031504,O001123,P01198,4,600,UPI
T031505,O011681,P00447,2,560,Debit Card
T031506,O006704,P00761,3,750,Credit Card
T031507,O001096,P00220,1,220,UPI
T031508,O016086,P00384,3,1260,UPI
T031509,O005099,P00914,1,100,UPI
T031510,O007695,P00134,4,1400,Credit Card
T031511,O000311,P01142,1,60,Credit Card
T031512,O010247,P00777,3,390,UPI
T031513,O003639,P00960,1,100,UPI
T031514,O009079,P00705,3,120,UPI
T031515,O004331,P00221,1,470,UPI
T031516,O017545,P00887,2,460,Cash on Delivery
T031517,O000334,P00497,5,600,UPI
T031518,O008387,P00114,5,900,Cash on Delivery
T031519,O012315,P00475,1,250,Wallet
T031520,O009547,P00599,2,500,Debit Card
T031521,O010860,P00649,3,1140,UPI
T031522,O002300,P00508,3,2010,Cash on Delivery
T031523,O018077,P00253,1,160,Wallet
T031524,O019771,P00461,5,750,Net Banking
T031525,O012685,P00637,3,270,Debit Card
T031526,O009819,P00183,4,1480,Credit Card
T031527,O002436,P00204,5,200,Debit Card
T031528,O006528,P00258,4,880,Debit Card
T031529,O014944,P00168,2,860,UPI
T031530,O007430,P00823,3,270,Debit Card
T031531,O011765,P00442,3,720,UPI
T031532,O013635,P00888,2,80,UPI
T031533,O007716,P00557,1,550,Debit Card
T031534,O010535,P00511,2,80,UPI
T031535,O006811,P00789,3,660,Cash on Delivery
T031536,O010979,P00540,4,1920,UPI
T031537,O003506,P00260,5,1550,UPI
T031538,O005545,P00306,2,760,UPI
T031539,O000779,P00350,4,1000,Debit Card
T031540,O013504,P00443,2,140,Credit Card
T031541,O015625,P00291,2,200,Cash on Delivery
T031542,O016987,P00554,3,1170,Cash on Delivery
T031543,O001204,P00309,4,320,UPI
T031544,O010028,P00102,1,200,Wallet
T031545,O005584,P00689,1,80,UPI
T031546,O006834,P00079,1,210,Credit Card
T031547,O000625,P00538,3,840,UPI
T031548,O014402,P00176,5,1350,UPI
T031549,O004507,P00941,2,460,Credit Card
T031550,O016013,P00908,2,140,Debit Card
T031551,O015932,P01183,4,400,UPI
T031552,O010715,P00671,1,340,Credit Card
T031553,O007500,P01008,5,850,UPI
T031554,O000115,P00726,3,570,Debit Card
T031555,O011504,P00379,2,140,UPI
T031556,O014586,P00852,1,40,Wallet
T031557,O000038,P00768,1,180,UPI
T031558,O014578,P00436,5,2250,Cash on Delivery
T031559,O002638,P00960,2,200,Net Banking
T031560,O019524,P00959,4,760,UPI
T031561,O015372,P00234,4,920,Debit Card
T031562,O015928,P00125,1,130,UPI
T031563,O007592,P00385,5,300,Debit Card
T031564,O010777,P00821,3,120,UPI
T031565,O002771,P00068,4,1120,UPI
T031566,O016986,P01039,1,110,UPI
T031567,O010734,P01002,1,30,UPI
T031568,O006586,P00261,2,260,UPI
T031569,O006391,P00979,5,1250,UPI
T031570,O010047,P00071,5,700,Cash on Delivery
T031571,O010423,P00237,5,900,UPI
T031572,O016652,P00740,2,360,Net Banking
T031573,O019957,P00384,4,1680,UPI
T031574,O018490,P00929,2,260,Net Banking
T031575,O012979,P01166,2,100,Debit Card
T031576,O004981,P01198,1,150,Credit Card
T031577,O008966,P00481,2,300,UPI
T031578,O000948,P00707,4,640,UPI
T031579,O001283,P00598,1,230,Cash on Delivery
T031580,O004209,P00632,2,560,UPI
T031581,O011102,P00333,5,1150,UPI
T031582,O006625,P00383,2,600,UPI
T031583,O018263,P00861,4,240,UPI
T031584,O000591,P00161,2,620,Credit Card
T031585,O019542,P00597,4,1640,UPI
T031586,O016989,P00521,2,220,UPI
T031587,O005785,P00205,2,220,UPI
T031588,O018261,P00087,2,1140,UPI
T031589,O013805,P00508,5,3350,Debit Card
T031590,O018864,P00973,5,1000,UPI
T031591,O006670,P01069,4,640,Debit Card
T031592,O017351,P00657,5,1000,Net Banking
T031593,O005368,P01045,5,1500,UPI
T031594,O009899,P00240,4,280,Credit Card
T031595,O002192,P00477,2,1180,UPI
T031596,O001998,P00631,5,700,UPI
T031597,O011088,P00102,4,800,UPI
T031598,O014421,P00972,1,50,UPI
T031599,O008060,P00304,1,60,UPI
T031600,O012620,P00169,5,1050,Credit Card
T031601,O012535,P00089,2,60,UPI
T031602,O007253,P00116,3,570,UPI
T031603,O009191,P00671,5,1700,Credit Card
T031604,O012336,P00627,5,2300,Debit Card
T031605,O017177,P00030,2,500,UPI
T031606,O006359,P00566,2,440,UPI
T031607,O005423,P00761,1,250,Debit Card
T031608,O003840,P00915,4,760,UPI
T031609,O010965,P00017,3,660,UPI
T031610,O002217,P01151,4,160,UPI
T031611,O000656,P00420,1,250,UPI
T031612,O008991,P01017,2,560,UPI
T031613,O013832,P00380,2,420,Credit Card
T031614,O018271,P00690,5,2250,Cash on Delivery
T031615,O002214,P00799,4,440,Cash on Delivery
T031616,O009555,P00591,2,680,Cash on Delivery
T031617,O001422,P00392,4,2480,Credit Card
T031618,O008384,P00751,5,2500,UPI
T031619,O011330,P00403,5,600,Debit Card
T031620,O000326,P01149,2,320,UPI
T031621,O007473,P00595,4,1040,Debit Card
T031622,O014752,P00219,3,390,Net Banking
T031623,O001961,P00179,2,780,Credit Card
T031624,O000034,P00433,4,120,Debit Card
T031625,O012323,P00791,5,650,Wallet
T031626,O014622,P00771,1,240,Debit Card
T031627,O015243,P00831,5,200,Debit Card
T031628,O004731,P00396,4,400,Debit Card
T031629,O012913,P00689,1,80,UPI
T031630,O002045,P00515,2,440,UPI
T031631,O014029,P00263,3,780,UPI
