delivery_id,order_id,delivery_time_mins,delivery_status,distance_km
D012303,O012303,33,Delivered On Time,6.8
D012304,O012304,41,Delivered Late,4.9
D012305,O012305,41,Delivered On Time,7.2
D012306,O012306,25,Delivered On Time,4.2
D012307,O012307,18,Delivered On Time,2.7
D012308,O012308,43,Delivered On Time,8.6
D012309,O012309,16,Delivered Late,0.6
D012310,O012310,10,Delivered On Time,1.6
D012311,O012311,69,Delivered Late,8.5
D012312,O012312,28,Delivered On Time,6
D012313,O012313,41,Delivered On Time,5
D012314,O012314,35,Delivered Late,2.5
D012315,O012315,20,Delivered On Time,3.4
D012316,O012316,50,Delivered On Time,9
D012317,O012317,39,Delivered Late,4.8
D012318,O012318,25,Delivered Late,2.7
D012319,O012319,68,Delivered Late,7
D012320,O012320,60,Delivered Late,9
D012321,O012321,45,Delivered Late,5.5
D012322,O012322,61,Delivered Late,6.3
D012323,O012323,68,Delivered On Time,8.9
D012324,O012324,62,Delivered On Time,7.7
D012325,O012325,78,Delivered Late,7.5
D012326,O012326,23,Delivered Late,0.9
D012327,O012327,42,Delivered On Time,7.8
D012328,O012328,47,Delivered Late,6.3
D012329,O012329,41,Delivered Late,4
D012330,O012330,34,Delivered Late,3.8
D012331,O012331,25,Delivered Late,2.2
D012332,O012332,60,Delivered On Time,10
D012333,O012333,85,Delivered Late,9.8
D012334,O012334,28,Delivered On Time,3.4
D012335,O012335,34,Delivered On Time,7.7
D012336,O012336,10,Delivered On Time,1.9
D012337,O012337,51,Delivered On Time,9.3
D012338,O012338,35,Delivered On Time,6.3
D012339,O012339,22,Delivered On Time,5
D012340,O012340,24,Delivered Late,2.3
D012341,O012341,67,Delivered Late,5.8
D012342,O012342,46,Delivered On Time,8.8
D012343,O012343,10,Delivered On Time,1.6
D012344,O012344,27,Delivered Late,2
D012345,O012345,78,Delivered On Time,9.3
D012346,O012346,8,Delivered On Time,1
D012347,O012347,25,Delivered Late,3.1
D012348,O012348,69,Delivered Late,7.1
D012349,O012349,46,Delivered On Time,9.6
D012350,O012350,51,Delivered Late,6.7
D012351,O012351,68,Delivered Late,8.6
D012352,O012352,28,Delivered On Time,3.1
D012353,O012353,58,Delivered On Time,7.7
D012354,O012354,44,Delivered On Time,6.2
D012355,O012355,60,Delivered On Time,8.7
D012356,O012356,29,Delivered Late,2.3
D012357,O012357,43,Delivered Late,4.2
D012358,O012358,78,Delivered Late,7.7
D012359,O012359,69,Delivered Late,9.6
D012360,O012360,57,Delivered Late,8.7
D012361,O012361,56,Delivered On Time,9.9
D012362,O012362,45,Delivered On Time,6.9
D012363,O012363,33,Delivered Late,2.3
D012364,O012364,6,Delivered On Time,0.9
D012365,O012365,48,Delivered On Time,8.9
D012366,O012366,31,Delivered Late,2.1
D012367,O012367,38,Delivered On Time,8.8
D012368,O012368,78,Delivered Late,9.8
D012369,O012369,43,Delivered On Time,7.8
D012370,O012370,46,Delivered On Time,7.1
D012371,O012371,51,Delivered On Time,8.5
D012372,O012372,62,Delivered Late,6.5
D012373,O012373,16,Delivered On Time,3.4
D012374,O012374,56,Delivered On Time,6.9
D012375,O012375,60,Delivered Late,6
D012376,O012376,35,Delivered On Time,7.2
D012377,O012377,30,Delivered On Time,4.2
D012378,O012378,21,Delivered Late,1.3
D012379,O012379,34,Delivered On Time,5.3
D012380,O012380,19,Delivered On Time,3.7
D012381,O012381,23,Delivered Late,1.8
D012382,O012382,23,Delivered Late,2.3
D012383,O012383,19,Delivered Late,1.5
D012384,O012384,17,Delivered On Time,2.8
D012385,O012385,59,Delivered On Time,6.3
D012386,O012386,5,Delivered On Time,1.6
D012387,O012387,18,Delivered On Time,3.4
D012388,O012388,62,Delivered Late,8.4
D012389,O012389,28,Delivered Late,1.5
D012390,O012390,66,Delivered On Time,9.2
D012391,O012391,26,Delivered Late,2.5
D012392,O012392,23,Delivered Late,2.2
D012393,O012393,24,Delivered On Time,5.9
D012394,O012394,27,Delivered On Time,3.7
D012395,O012395,44,Delivered Late,4.8
D012396,O012396,66,Delivered On Time,8.8
D012397,O012397,44,Delivered On Time,7.6
D012398,O012398,41,Delivered On Time,5.4
D012399,O012399,49,Delivered Late,7.9
D012400,O012400,41,Delivered On Time,6
D012401,O012401,28,Delivered Late,1.5
D012402,O012402,58,Delivered Late,7.6
D012403,O012403,22,Delivered Late,2
D012404,O012404,6,Delivered On Time,0.6
D012405,O012405,23,Delivered On Time,5.1
D012406,O012406,45,Delivered Late,6
D012407,O012407,37,Delivered On Time,5.1
D012408,O012408,52,Delivered On Time,7.4
D012409,O012409,34,Delivered On Time,6.5
D012410,O012410,12,Delivered On Time,2.7
D012411,O012411,45,Delivered Late,6.3
D012412,O012412,35,Delivered On Time,6.2
D012413,O012413,48,Delivered Late,6.9
D012414,O012414,50,Delivered On Time,7.4
D012415,O012415,37,Delivered Late,3.8
D012416,O012416,23,Delivered On Time,4.9
D012417,O012417,88,Delivered Late,9
D012418,O012418,64,Delivered Late,8
D012419,O012419,34,Delivered On Time,5.4
D012420,O012420,57,Delivered Late,9.1
D012421,O012421,40,Delivered On Time,5.7
D012422,O012422,31,Delivered On Time,4.7
D012423,O012423,55,Delivered On Time,10
D012424,O012424,60,Delivered Late,8.3
D012425,O012425,9,Delivered On Time,0.7
D012426,O012426,45,Delivered Late,4.9
D012427,O012427,46,Delivered Late,3.5
D012428,O012428,5,Delivered On Time,2.6
D012429,O012429,22,Delivered Late,2
D012430,O012430,5,Delivered On Time,0.6
D012431,O012431,53,Delivered On Time,7.1
D012432,O012432,93,Delivered Late,9.5
D012433,O012433,5,Delivered On Time,1.3
D012434,O012434,43,Delivered Late,3.5
D012435,O012435,33,Delivered On Time,5.9
D012436,O012436,23,Delivered On Time,3.8
D012437,O012437,39,Delivered On Time,6.9
D012438,O012438,70,Delivered Late,9
D012439,O012439,12,Delivered Late,0.8
D012440,O012440,43,Delivered Late,4.7
D012441,O012441,22,Delivered Late,1.2
D012442,O012442,15,Delivered On Time,2.3
D012443,O012443,48,Delivered On Time,6.6
D012444,O012444,22,Delivered Late,1.9
D012445,O012445,34,Delivered Late,3.3
D012446,O012446,61,Delivered Late,8.4
D012447,O012447,5,Delivered On Time,0.7
D012448,O012448,61,Delivered On Time,7.7
D012449,O012449,55,Delivered Late,7.2
D012450,O012450,7,Delivered On Time,1.1
D012451,O012451,18,Delivered On Time,3.2
D012452,O012452,19,Delivered Late,1.9
D012453,O012453,40,Delivered On Time,5.1
D012454,O012454,13,Delivered Late,0.6
D012455,O012455,60,Delivered Late,7.8
D012456,O012456,10,Delivered On Time,1.9
D012457,O012457,40,Delivered Late,6
D012458,O012458,41,Delivered On Time,5
D012459,O012459,55,Delivered On Time,8.2
D012460,O012460,24,Delivered Late,2.2
D012461,O012461,68,Delivered On Time,8.2
D012462,O012462,19,Delivered Late,1.2
D012463,O012463,37,Delivered On Time,6.9
D012464,O012464,59,Delivered Late,7.3
D012465,O012465,33,Delivered On Time,5.8
D012466,O012466,59,Delivered On Time,9.3
D012467,O012467,58,Delivered On Time,8.9
D012468,O012468,16,Delivered Late,0.9
D012469,O012469,70,Delivered On Time,8.2
D012470,O012470,55,Delivered On Time,7.9
D012471,O012471,19,Delivered Late,2.2
D012472,O012472,79,Delivered Late,9.4
D012473,O012473,8,Delivered On Time,1.9
D012474,O012474,56,Delivered On Time,7.7
D012475,O012475,31,Delivered Late,3.1
D012476,O012476,57,Delivered Late,7.9
D012477,O012477,45,Delivered On Time,8.4
D012478,O012478,59,Delivered On Time,7.2
D012479,O012479,10,Delivered On Time,1.4
D012480,O012480,66,Delivered Late,7.2
D012481,O012481,76,Delivered Late,7.6
D012482,O012482,25,Delivered On Time,3.8
D012483,O012483,54,Delivered On Time,7
D012484,O012484,7,Delivered On Time,1.3
D012485,O012485,71,Delivered Late,8.2
D012486,O012486,56,Delivered Late,6.4
D012487,O012487,29,Delivered Late,3.2
D012488,O012488,95,Delivered Late,9.8
D012489,O012489,41,Delivered Late,3.4
D012490,O012490,31,Delivered Late,2.8
D012491,O012491,69,Delivered On Time,9.2
D012492,O012492,66,Delivered Late,6.9
D012493,O012493,5,Delivered On Time,1.8
D012494,O012494,16,Delivered Late,0.8
D012495,O012495,21,Delivered On Time,4.6
D012496,O012496,7,Delivered On Time,1.1
D012497,O012497,13,Delivered On Time,3
D012498,O012498,63,Delivered On Time,9.4
D012499,O012499,26,Delivered On Time,4.3
D012500,O012500,20,Delivered Late,1.3
D012501,O012501,50,Delivered On Time,8.5
D012502,O012502,38,Delivered Late,3.3
D012503,O012503,49,Delivered On Time,5.7
D012504,O012504,36,Delivered Late,2.2
D012505,O012505,20,Delivered Late,1.8
D012506,O012506,23,Delivered On Time,3.8
D012507,O012507,37,Delivered Late,3.4
D012508,O012508,24,Delivered Late,1.4
D012509,O012509,25,Delivered Late,1.9
D012510,O012510,78,Delivered Late,9.8
D012511,O012511,41,Delivered On Time,9.6
D012512,O012512,5,Delivered On Time,1
D012513,O012513,25,Delivered Late,1.7
D012514,O012514,39,Delivered On Time,4.9
D012515,O012515,52,Delivered On Time,8.8
D012516,O012516,24,Delivered On Time,2.4
D012517,O012517,46,Delivered Late,6.7
D012518,O012518,36,Delivered Late,3.4
D012519,O012519,36,Delivered Late,2.2
D012520,O012520,62,Delivered On Time,9.2
D012521,O012521,24,Delivered On Time,4.9
D012522,O012522,31,Delivered Late,3.7
D012523,O012523,40,Delivered On Time,7.5
D012524,O012524,39,Delivered Late,4.7
D012525,O012525,72,Delivered On Time,8.5
D012526,O012526,30,Delivered Late,2.5
D012527,O012527,60,Delivered On Time,9.4
D012528,O012528,65,Delivered Late,8.9
D012529,O012529,30,Delivered On Time,3.7
D012530,O012530,54,Delivered On Time,6.5
D012531,O012531,5,Delivered On Time,1.1
D012532,O012532,33,Delivered Late,4.9
D012533,O012533,12,Delivered Late,0.7
D012534,O012534,20,Delivered Late,1.6
D012535,O012535,60,Delivered Late,8.6
D012536,O012536,67,Delivered Late,8.8
D012537,O012537,5,Delivered On Time,2
D012538,O012538,46,Delivered Late,6.9
D012539,O012539,94,Delivered Late,8.7
D012540,O012540,78,Delivered Late,7
D012541,O012541,20,Delivered On Time,2.5
D012542,O012542,55,Delivered Late,4.8
D012543,O012543,49,Delivered Late,5.1
D012544,O012544,32,Delivered On Time,4.7
D012545,O012545,66,Delivered On Time,9.2
D012546,O012546,32,Delivered On Time,6.2
D012547,O012547,56,Delivered Late,6.9
D012548,O012548,30,Delivered Late,2
D012549,O012549,27,Delivered Late,1.1
D012550,O012550,46,Delivered On Time,6.3
D012551,O012551,14,Delivered On Time,2.8
D012552,O012552,31,Delivered On Time,3.6
D012553,O012553,16,Delivered Late,0.6
D012554,O012554,61,Delivered Late,7.5
D012555,O012555,12,Delivered On Time,4.2
D012556,O012556,86,Delivered Late,9.4
D012557,O012557,56,Delivered Late,5.4
D012558,O012558,36,Delivered On Time,6.3
D012559,O012559,64,Delivered On Time,7.9
D012560,O012560,32,Delivered Late,3.6
D012561,O012561,35,Delivered On Time,5.7
D012562,O012562,14,Delivered On Time,1.9
D012563,O012563,20,Delivered Late,2.5
D012564,O012564,32,Delivered On Time,5.3
D012565,O012565,5,Delivered On Time,1.1
D012566,O012566,47,Delivered On Time,7.8
D012567,O012567,54,Delivered Late,4.8
D012568,O012568,27,Delivered On Time,4.9
D012569,O012569,38,Delivered On Time,6.1
D012570,O012570,58,Delivered Late,8.7
D012571,O012571,30,Delivered On Time,6.7
D012572,O012572,52,Delivered On Time,7.3
D012573,O012573,28,Delivered Late,2.4
D012574,O012574,39,Delivered On Time,6.5
D012575,O012575,61,Delivered On Time,7.8
D012576,O012576,67,Delivered Late,7.8
D012577,O012577,5,Delivered On Time,2
D012578,O012578,43,Delivered On Time,6.8
D012579,O012579,22,Delivered Late,2
D012580,O012580,72,Delivered Late,6.5
D012581,O012581,55,Delivered Late,6.4
D012582,O012582,36,Delivered Late,4.5
D012583,O012583,58,Delivered On Time,9.4
D012584,O012584,68,Delivered Late,6.7
D012585,O012585,16,Delivered On Time,2.7
D012586,O012586,43,Delivered Late,4.2
D012587,O012587,63,Delivered Late,6.9
D012588,O012588,63,Delivered Late,9.6
D012589,O012589,33,Delivered On Time,4.2
D012590,O012590,63,Delivered Late,6.6
D012591,O012591,30,Delivered Late,2.7
D012592,O012592,38,Delivered On Time,6.5
D012593,O012593,37,Delivered Late,5
D012594,O012594,5,Delivered On Time,1.6
D012595,O012595,70,Delivered On Time,8.2
D012596,O012596,48,Delivered On Time,8.6
D012597,O012597,20,Delivered On Time,3.6
D012598,O012598,29,Delivered On Time,3.6
D012599,O012599,17,Delivered On Time,3
D012600,O012600,67,Delivered On Time,7.8
D012601,O012601,58,Delivered Late,5.4
D012602,O012602,55,Delivered Late,6.9
D012603,O012603,63,Delivered Late,7.9
D012604,O012604,26,Delivered Late,2
D012605,O012605,27,Delivered On Time,3.4
D012606,O012606,43,Delivered On Time,8.6
D012607,O012607,89,Delivered Late,8.7
D012608,O012608,14,Delivered On Time,3.1
D012609,O012609,60,Delivered On Time,7.9
D012610,O012610,22,Delivered On Time,3.2
D012611,O012611,84,Delivered Late,8.9
D012612,O012612,51,Delivered Late,5.5
D012613,O012613,81,Delivered Late,8
D012614,O012614,35,Delivered Late,2.3
D012615,O012615,40,Delivered Late,3.5
D012616,O012616,42,Delivered Late,4.3
D012617,O012617,94,Delivered Late,9.7
D012618,O012618,49,Delivered Late,7.4
D012619,O012619,47,Delivered On Time,8.3
D012620,O012620,25,Delivered Late,2
D012621,O012621,5,Delivered On Time,1.2
D012622,O012622,27,Delivered On Time,4.5
D012623,O012623,26,Delivered On Time,5.4
D012624,O012624,11,Delivered Late,0.7
D012625,O012625,28,Delivered On Time,3.8
D012626,O012626,53,Delivered Late,8.2
D012627,O012627,83,Delivered Late,8.8
D012628,O012628,55,Delivered Late,6.5
D012629,O012629,43,Delivered On Time,7.5
D012630,O012630,79,Delivered Late,7.2
D012631,O012631,74,Delivered Late,8.8
D012632,O012632,26,Delivered Late,1.3
D012633,O012633,44,Delivered Late,5.5
D012634,O012634,14,Delivered Late,0.7
D012635,O012635,31,Delivered Late,3.7
D012636,O012636,26,Delivered Late,1.2
D012637,O012637,90,Delivered Late,9.8
D012638,O012638,83,Delivered On Time,9.6
D012639,O012639,48,Delivered Late,3.7
D012640,O012640,64,Delivered Late,7.4
D012641,O012641,23,Delivered Late,0.9
D012642,O012642,68,Delivered On Time,7.6
D012643,O012643,66,Delivered Late,7.3
D012644,O012644,43,Delivered On Time,6.2
D012645,O012645,18,Delivered Late,1.3
D012646,O012646,73,Delivered Late,7.4
D012647,O012647,63,Delivered On Time,8.1
D012648,O012648,50,Delivered Late,6.4
D012649,O012649,34,Delivered Late,2.1
D012650,O012650,37,Delivered Late,3.8
D012651,O012651,41,Delivered On Time,7.3
D012652,O012652,29,Delivered On Time,5.2
D012653,O012653,75,Delivered Late,8.6
D012654,O012654,36,Delivered Late,4.4
D012655,O012655,60,Delivered Late,8
D012656,O012656,14,Delivered On Time,3.9
D012657,O012657,53,Delivered On Time,6.5
D012658,O012658,32,Delivered On Time,5.8
D012659,O012659,48,Delivered Late,5.2
D012660,O012660,21,Delivered Late,1.9
D012661,O012661,49,Delivered Late,5.9
D012662,O012662,7,Delivered On Time,0.8
D012663,O012663,67,Delivered On Time,9.2
D012664,O012664,22,Delivered On Time,3.5
D012665,O012665,55,Delivered On Time,7.1
D012666,O012666,26,Delivered On Time,4.4
D012667,O012667,9,Delivered Late,0.8
D012668,O012668,5,Delivered On Time,2.3
D012669,O012669,45,Delivered Late,6.3
D012670,O012670,46,Delivered On Time,6.6
D012671,O012671,76,Delivered On Time,9.3
D012672,O012672,36,Delivered Late,3.3
D012673,O012673,23,Delivered Late,2.7
D012674,O012674,30,Delivered Late,3.3
D012675,O012675,30,Delivered Late,2.6
D012676,O012676,24,Delivered On Time,3.9
D012677,O012677,7,Delivered On Time,0.9
D012678,O012678,30,Delivered Late,2.2
D012679,O012679,63,Delivered Late,7.8
D012680,O012680,38,Delivered Late,3.6
D012681,O012681,45,Delivered Late,4
D012682,O012682,31,Delivered On Time,6
D012683,O012683,25,Delivered On Time,5.4
D012684,O012684,49,Delivered On Time,6.3
D012685,O012685,20,Delivered Late,1.9
D012686,O012686,39,Delivered Late,4.5
D012687,O012687,27,Delivered On Time,2.8
D012688,O012688,8,Delivered On Time,1.9
D012689,O012689,35,Delivered On Time,7.2
D012690,O012690,21,Delivered Late,2.5
D012691,O012691,11,Delivered On Time,2.2
D012692,O012692,38,Delivered Late,2.7
D012693,O012693,12,Delivered On Time,1.5
D012694,O012694,48,Delivered Late,7.6
D012695,O012695,67,Delivered On Time,8.4
D012696,O012696,65,Delivered Late,8.7
D012697,O012697,75,Delivered Late,8.4
D012698,O012698,60,Delivered Late,5.8
D012699,O012699,69,Delivered Late,9.8
D012700,O012700,5,Delivered On Time,1
D012701,O012701,22,Delivered Late,1.6
D012702,O012702,10,Delivered On Time,2.1
D012703,O012703,5,Delivered On Time,1
D012704,O012704,61,Delivered Late,6.2
D012705,O012705,39,Delivered On Time,5.5
D012706,O012706,21,Delivered On Time,5.2
D012707,O012707,48,Delivered On Time,8.2
D012708,O012708,26,Delivered Late,3.8
D012709,O012709,25,Delivered Late,1
D012710,O012710,30,Delivered Late,2.2
D012711,O012711,35,Delivered Late,3.8
D012712,O012712,73,Delivered Late,7
D012713,O012713,58,Delivered Late,7.1
D012714,O012714,56,Delivered On Time,8.8
D012715,O012715,13,Delivered On Time,2.9
D012716,O012716,40,Delivered On Time,5.8
D012717,O012717,9,Delivered On Time,2.5
D012718,O012718,82,Delivered Late,8.4
D012719,O012719,31,Delivered On Time,5.6
D012720,O012720,55,Delivered Late,5.9
D012721,O012721,48,Delivered On Time,9.8
D012722,O012722,35,Delivered Late,3.6
D012723,O012723,25,Delivered Late,1.8
D012724,O012724,30,Delivered On Time,4.1
D012725,O012725,9,Delivered On Time,1.1
D012726,O012726,10,Delivered On Time,1.7
D012727,O012727,70,Delivered Late,7.5
D012728,O012728,20,Delivered Late,1
D012729,O012729,62,Delivered On Time,7.6
D012730,O012730,55,Delivered Late,6.8
D012731,O012731,44,Delivered On Time,6.5
D012732,O012732,36,Delivered Late,3.1
D012733,O012733,6,Delivered On Time,1.3
D012734,O012734,20,Delivered Late,1.4
D012735,O012735,53,Delivered On Time,7.2
D012736,O012736,47,Delivered On Time,8.5
D012737,O012737,55,Delivered On Time,8.6
D012738,O012738,30,Delivered On Time,5.8
D012739,O012739,47,Delivered Late,6.4
D012740,O012740,38,Delivered Late,6.4
D012741,O012741,16,Delivered Late,0.6
D012742,O012742,54,Delivered Late,5
D012743,O012743,36,Delivered On Time,5.7
D012744,O012744,29,Delivered On Time,4.7
D012745,O012745,61,Delivered Late,6.9
D012746,O012746,51,Delivered Late,7.4
D012747,O012747,46,Delivered On Time,6.9
D012748,O012748,56,Delivered Late,5.3
D012749,O012749,68,Delivered Late,9.1
D012750,O012750,36,Delivered Late,4.4
D012751,O012751,50,Delivered On Time,6
D012752,O012752,30,Delivered On Time,5.7
D012753,O012753,32,Delivered Late,2.6
D012754,O012754,67,Delivered Late,7.1
D012755,O012755,32,Delivered On Time,5.3
D012756,O012756,68,Delivered On Time,8.5
D012757,O012757,30,Delivered On Time,3.3
D012758,O012758,28,Delivered On Time,5
D012759,O012759,48,Delivered Late,4
D012760,O012760,81,Delivered Late,8.9
D012761,O012761,11,Delivered On Time,1.1
D012762,O012762,32,Delivered On Time,4.8
D012763,O012763,69,Delivered Late,6.2
D012764,O012764,34,Delivered On Time,6.7
D012765,O012765,7,Delivered On Time,1.2
D012766,O012766,27,Delivered Late,2.5
D012767,O012767,61,Delivered Late,9.1
D012768,O012768,47,Delivered Late,5.5
D012769,O012769,56,Delivered On Time,7.6
D012770,O012770,39,Delivered Late,3.8
D012771,O012771,28,Delivered On Time,4.3
D012772,O012772,66,Delivered On Time,8.9
D012773,O012773,21,Delivered On Time,2.7
D012774,O012774,52,Delivered Late,4.2
D012775,O012775,77,Delivered Late,8.6
D012776,O012776,44,Delivered Late,6
D012777,O012777,20,Delivered Late,1.9
D012778,O012778,33,Delivered On Time,5.3
D012779,O012779,20,Delivered Late,0.9
D012780,O012780,71,Delivered On Time,9.9
D012781,O012781,42,Delivered On Time,6.5
D012782,O012782,17,Delivered Late,1.7
D012783,O012783,52,Delivered Late,7.4
D012784,O012784,27,Delivered On Time,4.8
D012785,O012785,29,Delivered On Time,5.3
D012786,O012786,72,Delivered Late,7.3
D012787,O012787,52,Delivered On Time,8
D012788,O012788,5,Delivered On Time,0.6
D012789,O012789,74,Delivered On Time,8.7
D012790,O012790,33,Delivered Late,2.6
D012791,O012791,44,Delivered On Time,5.9
D012792,O012792,51,Delivered On Time,8.5
D012793,O012793,59,Delivered Late,6.8
D012794,O012794,66,Delivered On Time,8.3
D012795,O012795,5,Delivered On Time,1.2
D012796,O012796,67,Delivered On Time,8.4
D012797,O012797,57,Delivered On Time,6.5
D012798,O012798,51,Delivered On Time,5.4
D012799,O012799,56,Delivered On Time,8.2
D012800,O012800,20,Delivered Late,1.1
D012801,O012801,53,Delivered Late,5.2
D012802,O012802,39,Delivered On Time,4.9
D012803,O012803,56,Delivered Late,5.7
D012804,O012804,89,Delivered Late,8.9
D012805,O012805,86,Delivered Late,9.8
D012806,O012806,23,Delivered Late,1.4
D012807,O012807,65,Delivered On Time,7.8
D012808,O012808,10,Delivered On Time,2.8
D012809,O012809,45,Delivered Late,4.1
D012810,O012810,26,Delivered On Time,3.9
D012811,O012811,61,Delivered Late,8.3
D012812,O012812,49,Delivered On Time,8.9
D012813,O012813,23,Delivered On Time,3.3
D012814,O012814,32,Delivered On Time,3.4
D012815,O012815,60,Delivered On Time,10
D012816,O012816,41,Delivered On Time,7.1
D012817,O012817,60,Delivered Late,6.5
D012818,O012818,44,Delivered Late,2.9
D012819,O012819,46,Delivered Late,6.3
D012820,O012820,50,Delivered Late,5
D012821,O012821,64,Delivered Late,7.4
D012822,O012822,10,Delivered On Time,2.8
D012823,O012823,69,Delivered Late,6.3
D012824,O012824,28,Delivered Late,1.8
D012825,O012825,6,Delivered On Time,2.3
D012826,O012826,5,Delivered On Time,0.6
D012827,O012827,45,Delivered On Time,9.2
D012828,O012828,19,Delivered Late,1.3
D012829,O012829,28,Delivered Late,4.1
D012830,O012830,32,Delivered Late,3.6
D012831,O012831,29,Delivered Late,3.1
D012832,O012832,26,Delivered Late,1.8
D012833,O012833,53,Delivered Late,5.9
D012834,O012834,33,Delivered On Time,4.5
D012835,O012835,10,Delivered Late,0.6
D012836,O012836,40,Delivered On Time,6.6
D012837,O012837,5,Delivered On Time,1.2
D012838,O012838,60,Delivered Late,6.7
D012839,O012839,5,Delivered On Time,1.4
D012840,O012840,39,Delivered On Time,8.8
D012841,O012841,73,Delivered Late,8.7
D012842,O012842,5,Delivered On Time,1.8
D012843,O012843,14,Delivered Late,0.9
D012844,O012844,60,Delivered Late,7.3
D012845,O012845,60,Delivered Late,7.6
D012846,O012846,52,Delivered Late,4
D012847,O012847,44,Delivered Late,6.3
D012848,O012848,74,Delivered Late,6.4
D012849,O012849,77,Delivered Late,9.4
D012850,O012850,58,Delivered On Time,7.3
D012851,O012851,56,Delivered On Time,6.6
D012852,O012852,55,Delivered Late,6.9
D012853,O012853,29,Delivered Late,3.7
D012854,O012854,33,Delivered On Time,6.4
D012855,O012855,12,Delivered Late,1.3
D012856,O012856,23,Delivered Late,1.9
D012857,O012857,50,Delivered Late,6.1
D012858,O012858,41,Delivered Late,5.4
D012859,O012859,20,Delivered On Time,3.1
D012860,O012860,34,Delivered Late,3.9
D012861,O012861,46,Delivered Late,3.4
D012862,O012862,30,Delivered On Time,5
D012863,O012863,40,Delivered On Time,5.5
D012864,O012864,69,Delivered Late,7.3
D012865,O012865,46,Delivered On Time,6.9
D012866,O012866,17,Delivered On Time,2.9
D012867,O012867,93,Delivered Late,9.8
D012868,O012868,61,Delivered Late,5.1
D012869,O012869,64,Delivered On Time,8.9
D012870,O012870,61,Delivered Late,7.3
D012871,O012871,27,Delivered On Time,3.4
D012872,O012872,28,Delivered On Time,5.4
D012873,O012873,71,Delivered Late,9
D012874,O012874,22,Delivered Late,1.3
D012875,O012875,26,Delivered Late,1.6
D012876,O012876,84,Delivered Late,9.8
D012877,O012877,22,Delivered On Time,3.9
D012878,O012878,5,Delivered On Time,0.7
D012879,O012879,72,Delivered On Time,7.9
D012880,O012880,42,Delivered Late,4.3
D012881,O012881,16,Delivered On Time,1.6
D012882,O012882,11,Delivered On Time,1.6
D012883,O012883,26,Delivered On Time,4.2
D012884,O012884,28,Delivered On Time,3.6
D012885,O012885,11,Delivered On Time,1.5
D012886,O012886,15,Delivered On Time,1.8
D012887,O012887,58,Delivered Late,6.6
D012888,O012888,14,Delivered Late,1
D012889,O012889,28,Delivered Late,1.3
D012890,O012890,41,Delivered Late,3.6
D012891,O012891,57,Delivered Late,4.7
D012892,O012892,19,Delivered Late,2
D012893,O012893,64,Delivered Late,7.5
D012894,O012894,63,Delivered Late,9.8
D012895,O012895,52,Delivered Late,4.8
D012896,O012896,11,Delivered On Time,1.7
D012897,O012897,24,Delivered Late,1
D012898,O012898,49,Delivered Late,5.7
D012899,O012899,63,Delivered Late,6.7
D012900,O012900,22,Delivered Late,1
D012901,O012901,52,Delivered Late,4.8
D012902,O012902,26,Delivered On Time,4.2
D012903,O012903,54,Delivered Late,6.9
D012904,O012904,74,Delivered Late,8.8
D012905,O012905,67,Delivered Late,8.1
D012906,O012906,40,Delivered Late,4.3
D012907,O012907,29,Delivered On Time,7.2
D012908,O012908,5,Delivered On Time,0.7
D012909,O012909,64,Delivered On Time,7.6
D012910,O012910,67,Delivered On Time,8.3
D012911,O012911,26,Delivered On Time,4.7
D012912,O012912,30,Delivered Late,3.5
D012913,O012913,60,Delivered Late,8.9
D012914,O012914,57,Delivered On Time,8.9
D012915,O012915,5,Delivered On Time,2.1
D012916,O012916,47,Delivered Late,4.8
D012917,O012917,6,Delivered On Time,1.8
D012918,O012918,7,Delivered On Time,0.9
D012919,O012919,49,Delivered Late,6
D012920,O012920,53,Delivered On Time,9.4
D012921,O012921,15,Delivered On Time,2.9
D012922,O012922,47,Delivered Late,3.9
D012923,O012923,27,Delivered Late,2.6
D012924,O012924,22,Delivered On Time,2.1
D012925,O012925,54,Delivered On Time,6.1
D012926,O012926,39,Delivered On Time,7.4
D012927,O012927,39,Delivered Late,3.5
D012928,O012928,55,Delivered Late,7
D012929,O012929,51,Delivered Late,8.3
D012930,O012930,94,Delivered Late,9.3
D012931,O012931,43,Delivered On Time,6.2
D012932,O012932,30,Delivered Late,3
D012933,O012933,76,Delivered On Time,9
D012934,O012934,66,Delivered Late,9.5
D012935,O012935,39,Delivered On Time,5.5
D012936,O012936,5,Delivered On Time,0.8
D012937,O012937,5,Delivered On Time,0.5
D012938,O012938,23,Delivered On Time,3.1
D012939,O012939,59,Delivered Late,8.3
D012940,O012940,33,Delivered On Time,6.5
D012941,O012941,47,Delivered On Time,7.3
D012942,O012942,63,Delivered Late,5.5
D012943,O012943,82,Delivered Late,8.7
D012944,O012944,53,Delivered Late,8
D012945,O012945,43,Delivered On Time,5.1
D012946,O012946,75,Delivered On Time,8.8
D012947,O012947,34,Delivered On Time,5.3
D012948,O012948,38,Delivered Late,4
D012949,O012949,34,Delivered On Time,5.8
D012950,O012950,61,Delivered Late,7.8
D012951,O012951,42,Delivered Late,4.3
D012952,O012952,20,Delivered Late,0.7
D012953,O012953,60,Delivered Late,6.1
D012954,O012954,22,Delivered On Time,4.3
D012955,O012955,82,Delivered Late,8.8
D012956,O012956,46,Delivered Late,6.6
D012957,O012957,27,Delivered Late,3.2
