rating_id,order_id,rating,review
R012683,O007855,4,Nice packaging and fast service.
R012684,O005457,4,Loved the quick delivery.
R012685,O005083,4,All items were available and fresh.
R012686,O001444,3,Okay service.
R012687,O000618,5,"On-time delivery, good quality."
R012688,O004717,5,All items were available and fresh.
R012689,O008596,5,"Great experience, fresh items."
R012690,O007697,1,"Very bad experience, not ordering again."
R012691,O014065,3,One or two items were not so fresh.
R012692,O002019,3,One or two items were not so fresh.
R012693,O008204,3,Okay service.
R012694,O011351,5,Nice packaging and fast service.
R012695,O011757,4,"On-time delivery, good quality."
R012696,O018464,1,Poor quality and service.
R012697,O011272,3,One or two items were not so fresh.
R012698,O002601,5,Loved the quick delivery.
R012699,O007229,4,All items were available and fresh.
R012700,O007193,4,"On-time delivery, good quality."
R012701,O006077,4,"On-time delivery, good quality."
R012702,O014136,1,Late delivery and missing items.
R012703,O016474,3,"Average experience, could be better."
R012704,O014918,4,All items were available and fresh.
R012705,O003928,4,Loved the quick delivery.
R012706,O013974,3,Okay service.
R012707,O001672,4,"On-time delivery, good quality."
R012708,O017413,5,Nice packaging and fast service.
R012709,O002057,4,"On-time delivery, good quality."
R012710,O005407,4,Loved the quick delivery.
R012711,O009013,3,"Average experience, could be better."
R012712,O004281,4,All items were available and fresh.
R012713,O008592,2,Late delivery and missing items.
R012714,O004437,4,Loved the quick delivery.
R012715,O019390,5,Nice packaging and fast service.
R012716,O001026,4,All items were available and fresh.
R012717,O007263,3,"Average experience, could be better."
R012718,O018713,4,Loved the quick delivery.
R012719,O002548,2,Late delivery and missing items.
R012720,O013309,5,Nice packaging and fast service.
R012721,O018206,5,All items were available and fresh.
R012722,O012701,5,Loved the quick delivery.
R012723,O004471,3,Okay service.
R012724,O009084,4,"On-time delivery, good quality."
R012725,O018761,4,"Great experience, fresh items."
R012726,O017852,4,All items were available and fresh.
R012727,O005992,5,All items were available and fresh.
R012728,O017292,3,"Average experience, could be better."
R012729,O016891,4,"On-time delivery, good quality."
R012730,O010401,5,"On-time delivery, good quality."
R012731,O010996,4,Loved the quick delivery.
R012732,O018985,5,Loved the quick delivery.
R012733,O012098,3,Okay service.
R012734,O011511,5,"Great experience, fresh items."
R012735,O018527,5,"On-time delivery, good quality."
R012736,O008629,2,"Very bad experience, not ordering again."
R012737,O012010,1,Items were damaged.
R012738,O016108,4,Nice packaging and fast service.
R012739,O012079,4,Loved the quick delivery.
R012740,O014740,3,Delivery was slightly delayed.
R012741,O004303,4,Nice packaging and fast service.
R012742,O011677,3,"Average experience, could be better."
R012743,O001216,5,All items were available and fresh.
R012744,O016520,4,"Great experience, fresh items."
R012745,O008714,3,Delivery was slightly delayed.
R012746,O013235,4,"On-time delivery, good quality."
R012747,O019832,1,Items were damaged.
R012748,O000567,4,Nice packaging and fast service.
R012749,O004507,3,Okay service.
R012750,O010054,4,"On-time delivery, good quality."
R012751,O003977,5,"Great experience, fresh items."
R012752,O001975,5,Loved the quick delivery.
R012753,O003664,4,"Great experience, fresh items."
R012754,O009387,4,All items were available and fresh.
R012755,O010050,2,Poor quality and service.
R012756,O001707,5,All items were available and fresh.
R012757,O013624,3,One or two items were not so fresh.
R012758,O008306,4,"On-time delivery, good quality."
R012759,O018690,4,Nice packaging and fast service.
R012760,O006008,3,"Average experience, could be better."
R012761,O001659,4,Nice packaging and fast service.
R012762,O008087,1,Late delivery and missing items.
R012763,O005979,4,Nice packaging and fast service.
R012764,O004612,2,Poor quality and service.
R012765,O010046,5,"On-time delivery, good quality."
R012766,O002683,5,All items were available and fresh.
R012767,O000872,4,Loved the quick delivery.
R012768,O001613,5,All items were available and fresh.
R012769,O019804,4,Loved the quick delivery.
R012770,O000955,5,"On-time delivery, good quality."
R012771,O017979,5,Nice packaging and fast service.
R012772,O001207,4,"On-time delivery, good quality."
R012773,O015020,4,All items were available and fresh.
R012774,O019985,4,Loved the quick delivery.
R012775,O015827,4,Nice packaging and fast service.
R012776,O007495,3,One or two items were not so fresh.
R012777,O016005,5,"Great experience, fresh items."
R012778,O010091,5,"Great experience, fresh items."
R012779,O016169,2,Late delivery and missing items.
R012780,O001876,4,Nice packaging and fast service.
R012781,O001230,4,"Great experience, fresh items."
R012782,O006038,4,"On-time delivery, good quality."
R012783,O000028,3,One or two items were not so fresh.
R012784,O014838,4,Loved the quick delivery.
R012785,O013360,4,"Great experience, fresh items."
R012786,O014898,4,Loved the quick delivery.
R012787,O011602,3,Okay service.
R012788,O002223,4,"Great experience, fresh items."
R012789,O014795,5,"Great experience, fresh items."
R012790,O017714,4,Loved the quick delivery.
R012791,O002052,4,"On-time delivery, good quality."
R012792,O011802,5,Loved the quick delivery.
R012793,O017683,4,All items were available and fresh.
R012794,O011268,5,Nice packaging and fast service.
R012795,O008323,5,Loved the quick delivery.
R012796,O018375,1,Items were damaged.
R012797,O019552,5,Nice packaging and fast service.
R012798,O018588,1,Late delivery and missing items.
R012799,O014769,5,"Great experience, fresh items."
R012800,O013371,5,All items were available and fresh.
R012801,O008571,4,"Great experience, fresh items."
R012802,O006382,5,"On-time delivery, good quality."
R012803,O001301,4,"Great experience, fresh items."
R012804,O010576,4,"Great experience, fresh items."
R012805,O010255,5,"Great experience, fresh items."
R012806,O008424,4,"Great experience, fresh items."
R012807,O019865,5,Nice packaging and fast service.
R012808,O002639,4,Nice packaging and fast service.
R012809,O004519,3,Okay service.
R012810,O007154,1,Poor quality and service.
R012811,O005751,4,Nice packaging and fast service.
R012812,O009303,5,"Great experience, fresh items."
R012813,O015203,3,"Average experience, could be better."
R012814,O012417,4,"Great experience, fresh items."
R012815,O008969,5,Nice packaging and fast service.
R012816,O001521,4,Loved the quick delivery.
R012817,O012239,4,Nice packaging and fast service.
R012818,O004869,3,Okay service.
R012819,O003541,5,Nice packaging and fast service.
R012820,O008514,4,Nice packaging and fast service.
R012821,O006589,2,"Very bad experience, not ordering again."
R012822,O015153,4,Loved the quick delivery.
R012823,O018250,5,"On-time delivery, good quality."
R012824,O019261,5,"Great experience, fresh items."
R012825,O016203,5,"On-time delivery, good quality."
R012826,O011034,5,"Great experience, fresh items."
R012827,O018058,1,Items were damaged.
R012828,O006232,2,Late delivery and missing items.
R012829,O013214,4,All items were available and fresh.
R012830,O017353,4,All items were available and fresh.
R012831,O004536,4,All items were available and fresh.
R012832,O005166,5,"On-time delivery, good quality."
R012833,O011022,4,All items were available and fresh.
R012834,O019819,5,Nice packaging and fast service.
R012835,O011201,5,Loved the quick delivery.
R012836,O012532,5,Loved the quick delivery.
R012837,O006415,5,All items were available and fresh.
R012838,O001067,3,One or two items were not so fresh.
R012839,O016788,3,Okay service.
R012840,O019337,5,"On-time delivery, good quality."
R012841,O014054,3,Delivery was slightly delayed.
R012842,O016942,4,All items were available and fresh.
R012843,O006687,3,Okay service.
R012844,O009302,3,"Average experience, could be better."
R012845,O016927,4,"On-time delivery, good quality."
R012846,O016012,4,"On-time delivery, good quality."
R012847,O002528,1,"Very bad experience, not ordering again."
R012848,O016691,5,"Great experience, fresh items."
R012849,O014245,2,Poor quality and service.
R012850,O015961,5,"Great experience, fresh items."
R012851,O008595,4,All items were available and fresh.
R012852,O003537,4,Loved the quick delivery.
R012853,O001592,4,Nice packaging and fast service.
R012854,O003743,3,Okay service.
R012855,O005301,3,Okay service.
R012856,O016170,2,"Very bad experience, not ordering again."
R012857,O000618,3,"Average experience, could be better."
R012858,O016632,5,Loved the quick delivery.
R012859,O007777,5,Nice packaging and fast service.
R012860,O006061,5,Nice packaging and fast service.
R012861,O017124,4,"On-time delivery, good quality."
R012862,O000937,5,Loved the quick delivery.
R012863,O005417,5,Nice packaging and fast service.
R012864,O004639,4,Nice packaging and fast service.
R012865,O000669,5,All items were available and fresh.
R012866,O012240,5,"Great experience, fresh items."
R012867,O019954,2,"Very bad experience, not ordering again."
R012868,O005267,3,"Average experience, could be better."
R012869,O019626,3,One or two items were not so fresh.
R012870,O005791,5,"On-time delivery, good quality."
R012871,O003239,5,All items were available and fresh.
R012872,O019119,3,Delivery was slightly delayed.
R012873,O005606,3,Okay service.
R012874,O017978,5,"Great experience, fresh items."
R012875,O017591,5,"Great experience, fresh items."
R012876,O004321,1,Late delivery and missing items.
R012877,O015674,3,Okay service.
R012878,O002412,4,Nice packaging and fast service.
R012879,O011962,2,"Very bad experience, not ordering again."
R012880,O000464,5,Nice packaging and fast service.
R012881,O018554,3,One or two items were not so fresh.
R012882,O015531,5,All items were available and fresh.
R012883,O008379,4,Loved the quick delivery.
R012884,O016659,3,Delivery was slightly delayed.
R012885,O018266,4,"On-time delivery, good quality."
R012886,O008454,5,All items were available and fresh.
R012887,O003959,4,"On-time delivery, good quality."
R012888,O003862,5,Nice packaging and fast service.
R012889,O000457,5,Loved the quick delivery.
R012890,O003171,5,"On-time delivery, good quality."
R012891,O016431,5,All items were available and fresh.
R012892,O002105,2,Late delivery and missing items.
R012893,O013751,1,"Very bad experience, not ordering again."
R012894,O004329,5,All items were available and fresh.
R012895,O002875,5,"Great experience, fresh items."
R012896,O003706,4,All items were available and fresh.
R012897,O018020,4,"Great experience, fresh items."
R012898,O006355,1,Items were damaged.
R012899,O001032,4,Loved the quick delivery.
R012900,O012566,5,"Great experience, fresh items."
R012901,O016951,2,Items were damaged.
R012902,O015408,1,"Very bad experience, not ordering again."
R012903,O002556,4,All items were available and fresh.
R012904,O009711,1,Poor quality and service.
R012905,O005110,3,Okay service.
R012906,O008256,3,Delivery was slightly delayed.
R012907,O014144,5,"Great experience, fresh items."
R012908,O005711,4,Nice packaging and fast service.
R012909,O010548,3,One or two items were not so fresh.
R012910,O010475,4,"Great experience, fresh items."
R012911,O018388,4,"On-time delivery, good quality."
R012912,O009185,5,Nice packaging and fast service.
R012913,O006952,4,Nice packaging and fast service.
R012914,O017192,3,Okay service.
R012915,O015368,5,"Great experience, fresh items."
R012916,O011981,1,Late delivery and missing items.
R012917,O014656,5,Nice packaging and fast service.
R012918,O019547,2,Items were damaged.
R012919,O004858,4,All items were available and fresh.
R012920,O006085,1,"Very bad experience, not ordering again."
R012921,O005828,4,Loved the quick delivery.
R012922,O010737,5,Loved the quick delivery.
R012923,O017004,3,Okay service.
R012924,O014592,2,Poor quality and service.
R012925,O003140,2,Late delivery and missing items.
R012926,O019772,1,Items were damaged.
R012927,O019860,5,"On-time delivery, good quality."
R012928,O008448,1,Poor quality and service.
R012929,O012642,4,All items were available and fresh.
R012930,O016520,3,Delivery was slightly delayed.
R012931,O011746,4,"Great experience, fresh items."
R012932,O008297,4,Loved the quick delivery.
R012933,O013555,3,One or two items were not so fresh.
R012934,O006329,4,"On-time delivery, good quality."
R012935,O005461,5,Loved the quick delivery.
R012936,O005411,4,"On-time delivery, good quality."
R012937,O006881,1,Items were damaged.
R012938,O010315,4,"On-time delivery, good quality."
R012939,O012966,2,Poor quality and service.
R012940,O003176,4,Nice packaging and fast service.
R012941,O006211,4,"Great experience, fresh items."
R012942,O008149,3,"Average experience, could be better."
R012943,O004503,5,All items were available and fresh.
R012944,O007086,5,"On-time delivery, good quality."
R012945,O011401,2,Poor quality and service.
R012946,O018410,5,Loved the quick delivery.
R012947,O000896,1,Items were damaged.
R012948,O013090,4,"On-time delivery, good quality."
R012949,O015118,5,"Great experience, fresh items."
R012950,O017828,5,Nice packaging and fast service.
R012951,O012847,3,"Average experience, could be better."
R012952,O015979,4,"Great experience, fresh items."
R012953,O013741,2,Poor quality and service.
R012954,O013223,4,Nice packaging and fast service.
R012955,O005970,1,Poor quality and service.
R012956,O008750,4,All items were available and fresh.
R012957,O003331,4,Loved the quick delivery.
R012958,O006965,3,Okay service.
R012959,O017478,5,Loved the quick delivery.
R012960,O007362,2,"Very bad experience, not ordering again."
R012961,O013003,5,Loved the quick delivery.
R012962,O003484,4,"On-time delivery, good quality."
R012963,O001110,4,All items were available and fresh.
R012964,O007003,3,"Average experience, could be better."
R012965,O007454,5,Nice packaging and fast service.
R012966,O006933,4,Loved the quick delivery.
R012967,O014039,3,Delivery was slightly delayed.
R012968,O016044,4,"Great experience, fresh items."
R012969,O012508,3,Delivery was slightly delayed.
R012970,O001186,5,All items were available and fresh.
R012971,O011902,4,"On-time delivery, good quality."
R012972,O012477,2,Late delivery and missing items.
R012973,O011029,4,"On-time delivery, good quality."
R012974,O004046,5,Nice packaging and fast service.
R012975,O011617,4,Loved the quick delivery.
R012976,O019728,5,"On-time delivery, good quality."
R012977,O010963,4,Loved the quick delivery.
R012978,O009688,3,"Average experience, could be better."
R012979,O002610,5,"Great experience, fresh items."
R012980,O001352,4,All items were available and fresh.
R012981,O019353,3,Okay service.
R012982,O013639,3,Okay service.
R012983,O004151,5,"Great experience, fresh items."
R012984,O001277,5,All items were available and fresh.
R012985,O011754,5,Loved the quick delivery.
R012986,O005088,5,Nice packaging and fast service.
R012987,O017576,4,"On-time delivery, good quality."
R012988,O013911,3,One or two items were not so fresh.
R012989,O002522,4,Loved the quick delivery.
R012990,O008633,3,Delivery was slightly delayed.
R012991,O007525,3,"Average experience, could be better."
R012992,O009571,3,Okay service.
R012993,O000350,4,All items were available and fresh.
R012994,O011073,4,"On-time delivery, good quality."
R012995,O004936,3,Okay service.
R012996,O002220,4,Loved the quick delivery.
R012997,O002524,5,Nice packaging and fast service.
R012998,O000945,5,All items were available and fresh.
R012999,O009605,4,Loved the quick delivery.
R013000,O010637,3,"Average experience, could be better."
R013001,O011395,5,Loved the quick delivery.
R013002,O013937,3,Okay service.
R013003,O011640,4,Nice packaging and fast service.
R013004,O015480,1,"Very bad experience, not ordering again."
R013005,O000955,4,Loved the quick delivery.
R013006,O008681,3,One or two items were not so fresh.
R013007,O008688,3,Delivery was slightly delayed.
R013008,O019724,4,"Great experience, fresh items."
R013009,O000603,1,Late delivery and missing items.
R013010,O001384,3,One or two items were not so fresh.
R013011,O012342,4,Nice packaging and fast service.
R013012,O012351,3,One or two items were not so fresh.
R013013,O013373,5,Loved the quick delivery.
R013014,O014856,1,Late delivery and missing items.
R013015,O001589,5,All items were available and fresh.
R013016,O012018,3,One or two items were not so fresh.
R013017,O019697,5,Nice packaging and fast service.
R013018,O002074,5,Loved the quick delivery.
R013019,O000324,2,"Very bad experience, not ordering again."
R013020,O008249,4,Nice packaging and fast service.
R013021,O012117,5,Loved the quick delivery.
R013022,O019370,3,Okay service.
R013023,O008560,2,Items were damaged.
R013024,O014727,4,"On-time delivery, good quality."
R013025,O014734,2,Items were damaged.
R013026,O005621,3,"Average experience, could be better."
R013027,O014642,4,Nice packaging and fast service.
R013028,O000124,3,Okay service.
R013029,O017990,3,"Average experience, could be better."
R013030,O015581,3,Okay service.
R013031,O012604,5,Nice packaging and fast service.
R013032,O014676,5,Nice packaging and fast service.
R013033,O002917,5,"On-time delivery, good quality."
R013034,O005222,1,Items were damaged.
R013035,O018377,5,Nice packaging and fast service.
R013036,O004237,5,All items were available and fresh.
R013037,O006464,4,All items were available and fresh.
R013038,O012203,5,All items were available and fresh.
R013039,O011059,4,Loved the quick delivery.
R013040,O005225,5,Loved the quick delivery.
R013041,O013346,5,All items were available and fresh.
R013042,O009132,5,All items were available and fresh.
R013043,O009861,4,All items were available and fresh.
R013044,O013521,5,Nice packaging and fast service.
R013045,O006581,5,"Great experience, fresh items."
R013046,O010909,4,Loved the quick delivery.
R013047,O001743,4,"Great experience, fresh items."
R013048,O014079,5,"On-time delivery, good quality."
R013049,O012045,5,All items were available and fresh.
R013050,O011157,3,Okay service.
R013051,O003953,3,Delivery was slightly delayed.
R013052,O017322,3,Delivery was slightly delayed.
R013053,O001086,5,Nice packaging and fast service.
R013054,O007316,3,Delivery was slightly delayed.
R013055,O015716,4,Loved the quick delivery.
R013056,O016436,5,Loved the quick delivery.
R013057,O002134,4,"Great experience, fresh items."
R013058,O000834,5,Nice packaging and fast service.
R013059,O006974,5,All items were available and fresh.
R013060,O011781,1,"Very bad experience, not ordering again."
R013061,O003829,3,"Average experience, could be better."
R013062,O014520,5,Nice packaging and fast service.
R013063,O007676,4,Nice packaging and fast service.
R013064,O018491,5,Loved the quick delivery.
R013065,O004550,5,All items were available and fresh.
R013066,O000907,5,Nice packaging and fast service.
R013067,O013757,4,Nice packaging and fast service.
R013068,O000461,5,"Great experience, fresh items."
R013069,O012545,5,Loved the quick delivery.
R013070,O005603,4,"Great experience, fresh items."
R013071,O004779,4,Nice packaging and fast service.
R013072,O019344,4,Nice packaging and fast service.
R013073,O018547,5,Loved the quick delivery.
R013074,O000973,5,Loved the quick delivery.
R013075,O005609,5,All items were available and fresh.
R013076,O010722,4,Nice packaging and fast service.
R013077,O000898,4,Nice packaging and fast service.
R013078,O012259,2,Poor quality and service.
R013079,O010432,3,Delivery was slightly delayed.
R013080,O010117,3,Delivery was slightly delayed.
R013081,O011544,5,All items were available and fresh.
R013082,O008216,5,All items were available and fresh.
R013083,O012311,5,"On-time delivery, good quality."
R013084,O002951,5,"Great experience, fresh items."
R013085,O000372,5,Nice packaging and fast service.
R013086,O017436,4,Loved the quick delivery.
R013087,O009740,5,"On-time delivery, good quality."
R013088,O002916,4,All items were available and fresh.
R013089,O012066,3,One or two items were not so fresh.
R013090,O013599,4,"On-time delivery, good quality."
R013091,O004954,5,Loved the quick delivery.
R013092,O018987,3,Delivery was slightly delayed.
R013093,O013308,4,Loved the quick delivery.
R013094,O013720,5,Loved the quick delivery.
R013095,O003646,3,Okay service.
R013096,O015263,2,Items were damaged.
R013097,O012475,5,"On-time delivery, good quality."
R013098,O014688,4,Nice packaging and fast service.
R013099,O017975,2,"Very bad experience, not ordering again."
R013100,O005085,3,One or two items were not so fresh.
R013101,O016506,2,Items were damaged.
R013102,O015490,2,Late delivery and missing items.
R013103,O018035,4,Loved the quick delivery.
R013104,O002351,2,Poor quality and service.
R013105,O001937,4,Loved the quick delivery.
R013106,O009432,5,Loved the quick delivery.
R013107,O001446,3,"Average experience, could be better."
R013108,O017519,5,"On-time delivery, good quality."
R013109,O004209,4,All items were available and fresh.
R013110,O014641,5,All items were available and fresh.
R013111,O011655,4,Loved the quick delivery.
R013112,O015488,3,"Average experience, could be better."
R013113,O006443,2,Poor quality and service.
R013114,O004651,3,Okay service.
R013115,O008922,5,Loved the quick delivery.
R013116,O012419,3,Okay service.
R013117,O015094,5,All items were available and fresh.
R013118,O000535,5,"Great experience, fresh items."
R013119,O008751,5,"On-time delivery, good quality."
R013120,O012218,5,"On-time delivery, good quality."
R013121,O010578,2,"Very bad experience, not ordering again."
R013122,O006268,5,"On-time delivery, good quality."
R013123,O019559,4,"On-time delivery, good quality."
R013124,O019707,4,"Great experience, fresh items."
R013125,O018475,3,Okay service.
R013126,O017748,5,"On-time delivery, good quality."
R013127,O007669,4,Loved the quick delivery.
R013128,O011672,5,All items were available and fresh.
R013129,O017427,4,All items were available and fresh.
R013130,O016967,2,Late delivery and missing items.
R013131,O002324,4,"Great experience, fresh items."
R013132,O015166,4,Loved the quick delivery.
R013133,O002805,3,One or two items were not so fresh.
R013134,O008576,5,"Great experience, fresh items."
R013135,O008999,5,Nice packaging and fast service.
R013136,O009263,3,Delivery was slightly delayed.
R013137,O003502,4,Loved the quick delivery.
R013138,O014827,3,"Average experience, could be better."
R013139,O017876,5,"Great experience, fresh items."
R013140,O002754,4,"On-time delivery, good quality."
R013141,O017773,4,"Great experience, fresh items."
R013142,O016843,5,"On-time delivery, good quality."
R013143,O014599,5,"On-time delivery, good quality."
R013144,O019933,4,"Great experience, fresh items."
R013145,O000631,5,"Great experience, fresh items."
R013146,O014596,4,"On-time delivery, good quality."
R013147,O008123,2,Poor quality and service.
R013148,O000632,4,"Great experience, fresh items."
R013149,O003548,5,All items were available and fresh.
R013150,O007953,4,Nice packaging and fast service.
R013151,O010463,2,"Very bad experience, not ordering again."
R013152,O019981,4,"Great experience, fresh items."
R013153,O006040,3,Okay service.
R013154,O019658,4,"On-time delivery, good quality."
R013155,O002637,2,Items were damaged.
R013156,O006106,5,"On-time delivery, good quality."
R013157,O017391,2,Poor quality and service.
R013158,O019972,5,All items were available and fresh.
R013159,O001980,4,"Great experience, fresh items."
R013160,O009130,3,Okay service.
R013161,O005935,4,All items were available and fresh.
R013162,O018261,5,All items were available and fresh.
R013163,O003582,4,All items were available and fresh.
R013164,O017010,4,Loved the quick delivery.
R013165,O007018,5,"Great experience, fresh items."
R013166,O017246,3,"Average experience, could be better."
R013167,O004207,4,Nice packaging and fast service.
R013168,O005303,4,Nice packaging and fast service.
R013169,O008830,4,"On-time delivery, good quality."
R013170,O016625,4,"Great experience, fresh items."
R013171,O007894,3,Delivery was slightly delayed.
R013172,O003049,5,Nice packaging and fast service.
R013173,O014398,3,One or two items were not so fresh.
R013174,O012332,5,Loved the quick delivery.
R013175,O010748,5,"On-time delivery, good quality."
R013176,O019884,5,Loved the quick delivery.
R013177,O003894,1,"Very bad experience, not ordering again."
R013178,O006209,2,Items were damaged.
R013179,O002501,5,All items were available and fresh.
R013180,O004171,4,Nice packaging and fast service.
R013181,O008330,2,"Very bad experience, not ordering again."
R013182,O000309,4,Loved the quick delivery.
R013183,O005306,4,All items were available and fresh.
R013184,O002850,4,Loved the quick delivery.
R013185,O003424,5,Nice packaging and fast service.
R013186,O016561,4,All items were available and fresh.
R013187,O014720,4,Nice packaging and fast service.
R013188,O003515,5,"Great experience, fresh items."
R013189,O012958,5,Nice packaging and fast service.
R013190,O017317,4,Nice packaging and fast service.
R013191,O001093,4,"Great experience, fresh items."
R013192,O014586,4,Loved the quick delivery.
R013193,O009263,4,All items were available and fresh.
R013194,O009448,4,"Great experience, fresh items."
R013195,O007293,1,Items were damaged.
R013196,O001410,4,Loved the quick delivery.
R013197,O009209,3,Okay service.
R013198,O016967,4,"Great experience, fresh items."
R013199,O002283,4,All items were available and fresh.
R013200,O010077,4,"On-time delivery, good quality."
R013201,O004998,2,Late delivery and missing items.
R013202,O017696,5,Loved the quick delivery.
R013203,O000168,4,All items were available and fresh.
R013204,O017604,4,Nice packaging and fast service.
R013205,O008895,4,"On-time delivery, good quality."
R013206,O019134,5,Nice packaging and fast service.
R013207,O011501,3,Delivery was slightly delayed.
R013208,O014663,3,One or two items were not so fresh.
R013209,O017159,5,Nice packaging and fast service.
R013210,O003214,5,"On-time delivery, good quality."
R013211,O012389,4,Nice packaging and fast service.
R013212,O013451,2,"Very bad experience, not ordering again."
R013213,O013033,5,"Great experience, fresh items."
R013214,O002139,3,One or two items were not so fresh.
R013215,O002720,5,"Great experience, fresh items."
R013216,O011888,3,One or two items were not so fresh.
R013217,O001680,4,"On-time delivery, good quality."
R013218,O009807,5,Loved the quick delivery.
R013219,O000287,3,One or two items were not so fresh.
R013220,O010617,2,Items were damaged.
R013221,O003887,3,Okay service.
R013222,O001961,1,"Very bad experience, not ordering again."
R013223,O015475,5,Loved the quick delivery.
R013224,O015367,5,"On-time delivery, good quality."
R013225,O004513,4,All items were available and fresh.
R013226,O004723,3,"Average experience, could be better."
R013227,O015581,5,Loved the quick delivery.
R013228,O013647,5,Nice packaging and fast service.
R013229,O001792,2,"Very bad experience, not ordering again."
R013230,O004291,5,"Great experience, fresh items."
R013231,O012177,5,"On-time delivery, good quality."
R013232,O016809,5,Loved the quick delivery.
R013233,O019811,5,Loved the quick delivery.
R013234,O019602,5,"Great experience, fresh items."
R013235,O000977,1,Late delivery and missing items.
R013236,O001729,5,Nice packaging and fast service.
R013237,O013343,5,Nice packaging and fast service.
R013238,O007214,5,All items were available and fresh.
R013239,O002715,4,Loved the quick delivery.
R013240,O008692,4,"Great experience, fresh items."
R013241,O013779,4,"Great experience, fresh items."
R013242,O017974,3,Delivery was slightly delayed.
R013243,O011027,5,"Great experience, fresh items."
R013244,O015555,3,"Average experience, could be better."
R013245,O019627,3,Okay service.
R013246,O013556,2,Poor quality and service.
R013247,O010047,4,All items were available and fresh.
R013248,O004292,5,Nice packaging and fast service.
R013249,O019342,5,Loved the quick delivery.
R013250,O001323,4,Loved the quick delivery.
R013251,O017759,3,Delivery was slightly delayed.
R013252,O009344,3,"Average experience, could be better."
R013253,O018037,2,Poor quality and service.
R013254,O007812,4,"On-time delivery, good quality."
R013255,O001438,4,"On-time delivery, good quality."
R013256,O010931,4,Loved the quick delivery.
R013257,O019385,4,Nice packaging and fast service.
R013258,O007043,4,Loved the quick delivery.
R013259,O008615,3,One or two items were not so fresh.
R013260,O007468,5,All items were available and fresh.
R013261,O017776,4,Nice packaging and fast service.
R013262,O012396,4,"Great experience, fresh items."
R013263,O012334,5,Nice packaging and fast service.
R013264,O003588,4,"Great experience, fresh items."
R013265,O006956,5,Loved the quick delivery.
R013266,O015939,1,Items were damaged.
R013267,O019402,5,All items were available and fresh.
R013268,O016866,3,Delivery was slightly delayed.
R013269,O015606,5,"Great experience, fresh items."
R013270,O019285,1,Late delivery and missing items.
R013271,O010482,1,Poor quality and service.
R013272,O016900,5,"Great experience, fresh items."
R013273,O017282,4,Loved the quick delivery.
R013274,O011485,5,All items were available and fresh.
R013275,O019864,4,"On-time delivery, good quality."
R013276,O017246,4,"Great experience, fresh items."
R013277,O008468,3,Delivery was slightly delayed.
R013278,O015926,5,Nice packaging and fast service.
R013279,O014419,3,Okay service.
R013280,O012810,3,One or two items were not so fresh.
R013281,O013939,1,Late delivery and missing items.
R013282,O008221,1,Late delivery and missing items.
R013283,O016524,4,Nice packaging and fast service.
R013284,O005132,3,Okay service.
R013285,O009814,4,"On-time delivery, good quality."
R013286,O010199,4,Loved the quick delivery.
R013287,O015895,4,Nice packaging and fast service.
R013288,O019886,5,Nice packaging and fast service.
R013289,O016722,1,Late delivery and missing items.
R013290,O017126,3,Okay service.
R013291,O013741,4,Nice packaging and fast service.
R013292,O006304,5,"On-time delivery, good quality."
R013293,O008676,4,Nice packaging and fast service.
R013294,O007005,1,"Very bad experience, not ordering again."
R013295,O005935,3,Delivery was slightly delayed.
R013296,O002306,4,All items were available and fresh.
R013297,O000103,4,"Great experience, fresh items."
R013298,O003530,3,Okay service.
R013299,O009327,5,Loved the quick delivery.
R013300,O018522,4,"On-time delivery, good quality."
R013301,O015786,5,"Great experience, fresh items."
R013302,O004060,5,Nice packaging and fast service.
R013303,O010194,4,"Great experience, fresh items."
R013304,O001740,1,Poor quality and service.
R013305,O013865,3,One or two items were not so fresh.
R013306,O019474,5,Nice packaging and fast service.
R013307,O007473,2,"Very bad experience, not ordering again."
R013308,O004776,5,All items were available and fresh.
R013309,O018760,4,"On-time delivery, good quality."
R013310,O005445,5,Loved the quick delivery.
R013311,O000065,4,"On-time delivery, good quality."
R013312,O005760,2,"Very bad experience, not ordering again."
R013313,O012237,3,Okay service.
R013314,O016770,5,All items were available and fresh.
R013315,O010445,5,"Great experience, fresh items."
R013316,O014229,4,Loved the quick delivery.
R013317,O015626,3,"Average experience, could be better."
R013318,O015309,5,"Great experience, fresh items."
R013319,O007055,3,Okay service.
R013320,O005837,5,All items were available and fresh.
R013321,O016988,4,"Great experience, fresh items."
R013322,O000497,2,Poor quality and service.
R013323,O007433,4,Nice packaging and fast service.
R013324,O012140,5,"On-time delivery, good quality."
R013325,O008772,2,Items were damaged.
R013326,O006846,1,Items were damaged.
R013327,O010632,5,Loved the quick delivery.
R013328,O000862,4,"On-time delivery, good quality."
R013329,O006134,1,Late delivery and missing items.
R013330,O013115,3,"Average experience, could be better."
R013331,O014144,3,Delivery was slightly delayed.
R013332,O018264,4,"Great experience, fresh items."
R013333,O018270,3,Okay service.
R013334,O005753,4,Nice packaging and fast service.
R013335,O008200,4,Loved the quick delivery.
R013336,O003069,5,Loved the quick delivery.
R013337,O018108,4,Nice packaging and fast service.
R013338,O006482,3,Okay service.
R013339,O005019,4,"On-time delivery, good quality."
R013340,O018973,4,All items were available and fresh.
R013341,O010937,4,Nice packaging and fast service.
R013342,O007079,5,"Great experience, fresh items."
R013343,O013136,5,Loved the quick delivery.
