platform,product_id,product_name,category,sub_category,brand,price,mrp,shelf_life_days
Zepto,P00648,Green Shampoo 2kg,Personal Care,Shampoo,,720.0,,
Zepto,P00649,Good Banana 1L,Fruits & Vegetables,Fruits,,380.0,,
Zepto,P00650,Green Cold Drink 1L,Snacks & Beverages,Soft Drinks,,130.0,,
Zepto,P00651,Metro Juice 200g,Snacks & Beverages,Juices,,510.0,,
Zepto,P00652,Good Almonds 6 pcs,Grocery & Staples,Dry Fruits,,60.0,,
Zepto,P00653,Metro Eggs 1kg,Dairy & Breakfast,Eggs,,50.0,,
Zepto,P00654,Good Potato 1L,Fruits & Vegetables,Vegetables,,240.0,,
Zepto,P00655,Fresh Milk 12 pcs,Dairy & Breakfast,Milk,,110.0,,
Zepto,P00656,Good Cold Drink 6 pcs,Snacks & Beverages,Soft Drinks,,20.0,,
Zepto,P00657,Green Toothpaste 1kg,Personal Care,Oral Care,,200.0,,
Zepto,P00658,Smart Tomato 1L,Fruits & Vegetables,Vegetables,,380.0,,
Zepto,P00659,Daily Juice 200g,Snacks & Beverages,Juices,,310.0,,
Zepto,P00660,Fresh Atta 6 pcs,Grocery & Staples,Flour,,70.0,,
Zepto,P00661,Urban Tomato 2kg,Fruits & Vegetables,Vegetables,,270.0,,
Zepto,P00662,Urban Curd 12 pcs,Dairy & Breakfast,Curd,,560.0,,
Zepto,P00663,Daily Curd 6 pcs,Dairy & Breakfast,Curd,,110.0,,
Zepto,P00664,Pure Juice 500g,Snacks & Beverages,Juices,,50.0,,
Zepto,P00665,Smart Banana 500g,Fruits & Vegetables,Fruits,,70.0,,
Zepto,P00666,Pure Dishwash 1kg,Household,Dishwash,,290.0,,
Zepto,P00667,Good Basmati Rice 500g,Grocery & Staples,Rice,,140.0,,
Zepto,P00668,Metro Atta 2kg,Grocery & Staples,Flour,,450.0,,
Zepto,P00669,Fresh Eggs 1kg,Dairy & Breakfast,Eggs,,160.0,,
Zepto,P00670,Urban Cashew 500ml,Grocery & Staples,Dry Fruits,,540.0,,
Zepto,P00671,Daily Juice 6 pcs,Snacks & Beverages,Juices,,340.0,,
Zepto,P00672,Daily Toor Dal 500ml,Grocery & Staples,Pulses,,200.0,,
Zepto,P00673,Quick Curd 12 pcs,Dairy & Breakfast,Curd,,120.0,,
Zepto,P00674,Pure Dishwash 6 pcs,Household,Dishwash,,280.0,,
Zepto,P00675,Smart Coffee 2kg,Snacks & Beverages,Coffee,,60.0,,
Zepto,P00676,Good Dishwash 200g,Household,Dishwash,,180.0,,
Zepto,P00677,Urban Shampoo 500ml,Personal Care,Shampoo,,260.0,,
Zepto,P00678,Quick Floor Cleaner 1kg,Household,Floor Cleaner,,250.0,,
Zepto,P00679,Urban Tomato 1L,Fruits & Vegetables,Vegetables,,650.0,,
Zepto,P00680,Quick Potato 1L,Fruits & Vegetables,Vegetables,,200.0,,
Zepto,P00681,Urban Apple 500g,Fruits & Vegetables,Fruits,,130.0,,
Zepto,P00682,Quick Basmati Rice 1L,Grocery & Staples,Rice,,240.0,,
Zepto,P00683,Urban Cookies 2kg,Snacks & Beverages,Biscuits,,100.0,,
Zepto,P00684,Pure Basmati Rice 200g,Grocery & Staples,Rice,,240.0,,
Zepto,P00685,Good Tea 2kg,Snacks & Beverages,Tea,,560.0,,
Zepto,P00686,Happy Shampoo 200g,Personal Care,Shampoo,,580.0,,
Zepto,P00687,Happy Basmati Rice 2kg,Grocery & Staples,Rice,,190.0,,
Zepto,P00688,Urban Cookies 500ml,Snacks & Beverages,Biscuits,,270.0,,
Zepto,P00689,Metro Banana 6 pcs,Fruits & Vegetables,Fruits,,80.0,,
Zepto,P00690,Daily Chocolate 6 pcs,Snacks & Beverages,Chocolates,,450.0,,
Zepto,P00691,Happy Cold Drink 200g,Snacks & Beverages,Soft Drinks,,240.0,,
Zepto,P00692,Metro Cashew 1kg,Grocery & Staples,Dry Fruits,,120.0,,
Zepto,P00693,Green Almonds 500ml,Grocery & Staples,Dry Fruits,,150.0,,
Zepto,P00694,Metro Tea 1kg,Snacks & Beverages,Tea,,170.0,,
Zepto,P00695,Fresh Curd 12 pcs,Dairy & Breakfast,Curd,,120.0,,
Zepto,P00696,Urban Eggs 500g,Dairy & Breakfast,Eggs,,240.0,,
Zepto,P00697,Pure Milk 12 pcs,Dairy & Breakfast,Milk,,40.0,,
Zepto,P00698,Happy Namkeen 12 pcs,Snacks & Beverages,Chips,,230.0,,
Zepto,P00699,Metro Eggs 6 pcs,Dairy & Breakfast,Eggs,,70.0,,
Zepto,P00700,Smart Tomato 6 pcs,Fruits & Vegetables,Vegetables,,70.0,,
Zepto,P00701,Metro Cookies 12 pcs,Snacks & Beverages,Biscuits,,350.0,,
Zepto,P00702,Good Milk 12 pcs,Dairy & Breakfast,Milk,,240.0,,
Zepto,P00703,Happy Banana 6 pcs,Fruits & Vegetables,Fruits,,340.0,,
Zepto,P00704,Smart Almonds 500g,Grocery & Staples,Dry Fruits,,400.0,,
Zepto,P00705,Metro Namkeen 6 pcs,Snacks & Beverages,Chips,,40.0,,
Zepto,P00706,Green Tea 500ml,Snacks & Beverages,Tea,,270.0,,
Zepto,P00707,Metro Toor Dal 6 pcs,Grocery & Staples,Pulses,,160.0,,
Zepto,P00708,Pure Cashew 200g,Grocery & Staples,Dry Fruits,,140.0,,
Zepto,P00709,Daily Atta 1L,Grocery & Staples,Flour,,160.0,,
Zepto,P00710,Good Potato 200g,Fruits & Vegetables,Vegetables,,200.0,,
Zepto,P00711,Happy Apple 1kg,Fruits & Vegetables,Fruits,,90.0,,
Zepto,P00712,Quick Cookies 500g,Snacks & Beverages,Biscuits,,170.0,,
Zepto,P00713,Green Eggs 12 pcs,Dairy & Breakfast,Eggs,,240.0,,
Zepto,P00714,Daily Tomato 12 pcs,Fruits & Vegetables,Vegetables,,290.0,,
Zepto,P00715,Good Almonds 1L,Grocery & Staples,Dry Fruits,,190.0,,
Zepto,P00716,Green Eggs 1kg,Dairy & Breakfast,Eggs,,170.0,,
Zepto,P00717,Pure Almonds 500g,Grocery & Staples,Dry Fruits,,460.0,,
Zepto,P00718,Smart Namkeen 2kg,Snacks & Beverages,Chips,,210.0,,
Zepto,P00719,Fresh Cashew 6 pcs,Grocery & Staples,Dry Fruits,,200.0,,
Zepto,P00720,Metro Juice 12 pcs,Snacks & Beverages,Juices,,210.0,,
Zepto,P00721,Urban Basmati Rice 1L,Grocery & Staples,Rice,,200.0,,
Zepto,P00722,Fresh Bread 1L,Dairy & Breakfast,Bread,,200.0,,
Zepto,P00723,Happy Eggs 12 pcs,Dairy & Breakfast,Eggs,,170.0,,
Zepto,P00724,Metro Potato 6 pcs,Fruits & Vegetables,Vegetables,,190.0,,
Zepto,P00725,Metro Cold Drink 2kg,Snacks & Beverages,Soft Drinks,,230.0,,
Zepto,P00726,Urban Toor Dal 2kg,Grocery & Staples,Pulses,,190.0,,
Zepto,P00727,Good Banana 1kg,Fruits & Vegetables,Fruits,,240.0,,
Zepto,P00728,Quick Almonds 500ml,Grocery & Staples,Dry Fruits,,110.0,,
Zepto,P00729,Fresh Floor Cleaner 500ml,Household,Floor Cleaner,,130.0,,
Zepto,P00730,Metro Coffee 500g,Snacks & Beverages,Coffee,,500.0,,
Zepto,P00731,Metro Dishwash 6 pcs,Household,Dishwash,,210.0,,
Zepto,P00732,Quick Apple 6 pcs,Fruits & Vegetables,Fruits,,40.0,,
Zepto,P00733,Metro Cashew 12 pcs,Grocery & Staples,Dry Fruits,,30.0,,
Zepto,P00734,Fresh Eggs 1kg,Dairy & Breakfast,Eggs,,300.0,,
Zepto,P00735,Smart Toor Dal 1kg,Grocery & Staples,Pulses,,350.0,,
Zepto,P00736,Smart Tomato 500ml,Fruits & Vegetables,Vegetables,,170.0,,
Zepto,P00737,Green Cashew 200g,Grocery & Staples,Dry Fruits,,190.0,,
Zepto,P00738,Metro Shampoo 6 pcs,Personal Care,Shampoo,,480.0,,
Zepto,P00739,Happy Basmati Rice 12 pcs,Grocery & Staples,Rice,,80.0,,
Zepto,P00740,Metro Dishwash 1L,Household,Dishwash,,180.0,,
Zepto,P00741,Happy Namkeen 500ml,Snacks & Beverages,Chips,,180.0,,
Zepto,P00742,Daily Dishwash 500g,Household,Dishwash,,690.0,,
Zepto,P00743,Green Almonds 500g,Grocery & Staples,Dry Fruits,,440.0,,
Zepto,P00744,Daily Floor Cleaner 12 pcs,Household,Floor Cleaner,,660.0,,
Zepto,P00745,Quick Tea 500g,Snacks & Beverages,Tea,,170.0,,
Zepto,P00746,Good Coffee 2kg,Snacks & Beverages,Coffee,,210.0,,
Zepto,P00747,Quick Cold Drink 12 pcs,Snacks & Beverages,Soft Drinks,,40.0,,
Zepto,P00748,Daily Curd 6 pcs,Dairy & Breakfast,Curd,,590.0,,
Zepto,P00749,Fresh Basmati Rice 200g,Grocery & Staples,Rice,,80.0,,
Zepto,P00750,Daily Tea 500ml,Snacks & Beverages,Tea,,130.0,,
Zepto,P00751,Quick Milk 200g,Dairy & Breakfast,Milk,,500.0,,
Zepto,P00752,Fresh Namkeen 6 pcs,Snacks & Beverages,Chips,,250.0,,
Zepto,P00753,Pure Banana 500g,Fruits & Vegetables,Fruits,,40.0,,
Zepto,P00754,Urban Apple 2kg,Fruits & Vegetables,Fruits,,430.0,,
Zepto,P00755,Pure Cashew 2kg,Grocery & Staples,Dry Fruits,,50.0,,
Zepto,P00756,Fresh Toor Dal 1kg,Grocery & Staples,Pulses,,130.0,,
Zepto,P00757,Pure Chocolate 1kg,Snacks & Beverages,Chocolates,,600.0,,
Zepto,P00758,Pure Tea 1kg,Snacks & Beverages,Tea,,230.0,,
Zepto,P00759,Fresh Almonds 2kg,Grocery & Staples,Dry Fruits,,140.0,,
Zepto,P00760,Quick Dishwash 6 pcs,Household,Dishwash,,80.0,,
Zepto,P00761,Green Floor Cleaner 6 pcs,Household,Floor Cleaner,,250.0,,
Zepto,P00762,Quick Atta 2kg,Grocery & Staples,Flour,,50.0,,
Zepto,P00763,Quick Namkeen 1L,Snacks & Beverages,Chips,,110.0,,
Zepto,P00764,Metro Floor Cleaner 1kg,Household,Floor Cleaner,,210.0,,
Zepto,P00765,Urban Toothpaste 1kg,Personal Care,Oral Care,,100.0,,
Zepto,P00766,Quick Dishwash 500g,Household,Dishwash,,220.0,,
Zepto,P00767,Happy Cashew 2kg,Grocery & Staples,Dry Fruits,,200.0,,
Zepto,P00768,Good Coffee 1kg,Snacks & Beverages,Coffee,,180.0,,
Zepto,P00769,Urban Toor Dal 2kg,Grocery & Staples,Pulses,,720.0,,
Zepto,P00770,Metro Milk 500ml,Dairy & Breakfast,Milk,,660.0,,
Zepto,P00771,Urban Dishwash 1L,Household,Dishwash,,240.0,,
Zepto,P00772,Daily Banana 6 pcs,Fruits & Vegetables,Fruits,,250.0,,
Zepto,P00773,Fresh Apple 500ml,Fruits & Vegetables,Fruits,,370.0,,
Zepto,P00774,Daily Atta 12 pcs,Grocery & Staples,Flour,,260.0,,
Zepto,P00775,Happy Floor Cleaner 6 pcs,Household,Floor Cleaner,,450.0,,
Zepto,P00776,Pure Atta 200g,Grocery & Staples,Flour,,200.0,,
Zepto,P00777,Metro Dishwash 500ml,Household,Dishwash,,130.0,,
Zepto,P00778,Happy Banana 12 pcs,Fruits & Vegetables,Fruits,,160.0,,
Zepto,P00779,Green Curd 2kg,Dairy & Breakfast,Curd,,200.0,,
Zepto,P00780,Urban Tea 12 pcs,Snacks & Beverages,Tea,,220.0,,
Zepto,P00781,Smart Eggs 1L,Dairy & Breakfast,Eggs,,280.0,,
Zepto,P00782,Pure Coffee 1kg,Snacks & Beverages,Coffee,,280.0,,
Zepto,P00783,Green Almonds 1kg,Grocery & Staples,Dry Fruits,,600.0,,
Zepto,P00784,Urban Cookies 200g,Snacks & Beverages,Biscuits,,120.0,,
Zepto,P00785,Quick Tea 1L,Snacks & Beverages,Tea,,270.0,,
Zepto,P00786,Pure Juice 500ml,Snacks & Beverages,Juices,,120.0,,
Zepto,P00787,Urban Namkeen 6 pcs,Snacks & Beverages,Chips,,210.0,,
Zepto,P00788,Good Dishwash 6 pcs,Household,Dishwash,,160.0,,
Zepto,P00789,Daily Atta 1L,Grocery & Staples,Flour,,220.0,,
Zepto,P00790,Quick Atta 500ml,Grocery & Staples,Flour,,180.0,,
Zepto,P00791,Urban Atta 1L,Grocery & Staples,Flour,,130.0,,
Zepto,P00792,Metro Tea 500ml,Snacks & Beverages,Tea,,380.0,,
Zepto,P00793,Good Milk 6 pcs,Dairy & Breakfast,Milk,,270.0,,
Zepto,P00794,Fresh Eggs 500g,Dairy & Breakfast,Eggs,,20.0,,
Zepto,P00795,Fresh Coffee 500g,Snacks & Beverages,Coffee,,320.0,,
Zepto,P00796,Metro Potato 12 pcs,Fruits & Vegetables,Vegetables,,60.0,,
Zepto,P00797,Happy Cookies 500ml,Snacks & Beverages,Biscuits,,20.0,,
Zepto,P00798,Green Toothpaste 1L,Personal Care,Oral Care,,200.0,,
Zepto,P00799,Daily Curd 500ml,Dairy & Breakfast,Curd,,110.0,,
Zepto,P00800,Urban Banana 2kg,Fruits & Vegetables,Fruits,,210.0,,
Zepto,P00801,Quick Potato 6 pcs,Fruits & Vegetables,Vegetables,,210.0,,
Zepto,P00802,Fresh Tea 12 pcs,Snacks & Beverages,Tea,,280.0,,
Zepto,P00803,Quick Shampoo 1kg,Personal Care,Shampoo,,240.0,,
Zepto,P00804,Metro Dishwash 500g,Household,Dishwash,,510.0,,
Zepto,P00805,Good Basmati Rice 12 pcs,Grocery & Staples,Rice,,340.0,,
Zepto,P00806,Quick Shampoo 500g,Personal Care,Shampoo,,260.0,,
Zepto,P00807,Good Atta 200g,Grocery & Staples,Flour,,230.0,,
Zepto,P00808,Smart Atta 6 pcs,Grocery & Staples,Flour,,90.0,,
Zepto,P00809,Pure Cold Drink 6 pcs,Snacks & Beverages,Soft Drinks,,130.0,,
Zepto,P00810,Daily Tea 500ml,Snacks & Beverages,Tea,,190.0,,
Zepto,P00811,Quick Chocolate 1kg,Snacks & Beverages,Chocolates,,380.0,,
Zepto,P00812,Smart Shampoo 500ml,Personal Care,Shampoo,,200.0,,
Zepto,P00813,Fresh Potato 500g,Fruits & Vegetables,Vegetables,,100.0,,
Zepto,P00814,Pure Milk 500g,Dairy & Breakfast,Milk,,180.0,,
Zepto,P00815,Smart Tea 1kg,Snacks & Beverages,Tea,,340.0,,
Zepto,P00816,Good Shampoo 500g,Personal Care,Shampoo,,60.0,,
Zepto,P00817,Good Cashew 1L,Grocery & Staples,Dry Fruits,,130.0,,
Zepto,P00818,Daily Cold Drink 500g,Snacks & Beverages,Soft Drinks,,350.0,,
Zepto,P00819,Good Atta 12 pcs,Grocery & Staples,Flour,,80.0,,
Zepto,P00820,Smart Apple 500g,Fruits & Vegetables,Fruits,,120.0,,
Zepto,P00821,Metro Cashew 500g,Grocery & Staples,Dry Fruits,,40.0,,
Zepto,P00822,Urban Milk 1kg,Dairy & Breakfast,Milk,,550.0,,
Zepto,P00823,Fresh Basmati Rice 500g,Grocery & Staples,Rice,,90.0,,
Zepto,P00824,Metro Floor Cleaner 200g,Household,Floor Cleaner,,460.0,,
Zepto,P00825,Daily Chocolate 500g,Snacks & Beverages,Chocolates,,510.0,,
Zepto,P00826,Urban Almonds 1kg,Grocery & Staples,Dry Fruits,,500.0,,
Zepto,P00827,Daily Almonds 1kg,Grocery & Staples,Dry Fruits,,550.0,,
Zepto,P00828,Fresh Floor Cleaner 1kg,Household,Floor Cleaner,,380.0,,
Zepto,P00829,Green Basmati Rice 12 pcs,Grocery & Staples,Rice,,190.0,,
Zepto,P00830,Green Tea 500g,Snacks & Beverages,Tea,,210.0,,
Zepto,P00831,Daily Coffee 500g,Snacks & Beverages,Coffee,,40.0,,
Zepto,P00832,Urban Almonds 500ml,Grocery & Staples,Dry Fruits,,260.0,,
Zepto,P00833,Metro Shampoo 500g,Personal Care,Shampoo,,30.0,,
Zepto,P00834,Urban Namkeen 2kg,Snacks & Beverages,Chips,,240.0,,
Zepto,P00835,Happy Milk 2kg,Dairy & Breakfast,Milk,,290.0,,
Zepto,P00836,Happy Coffee 200g,Snacks & Beverages,Coffee,,100.0,,
Zepto,P00837,Urban Dishwash 1L,Household,Dishwash,,30.0,,
Zepto,P00838,Quick Banana 1L,Fruits & Vegetables,Fruits,,220.0,,
Zepto,P00839,Urban Basmati Rice 1L,Grocery & Staples,Rice,,150.0,,
Zepto,P00840,Daily Namkeen 1L,Snacks & Beverages,Chips,,240.0,,
Zepto,P00841,Happy Atta 12 pcs,Grocery & Staples,Flour,,690.0,,
Zepto,P00842,Pure Shampoo 1kg,Personal Care,Shampoo,,590.0,,
Zepto,P00843,Fresh Chocolate 6 pcs,Snacks & Beverages,Chocolates,,170.0,,
Zepto,P00844,Smart Basmati Rice 2kg,Grocery & Staples,Rice,,60.0,,
Zepto,P00845,Good Namkeen 6 pcs,Snacks & Beverages,Chips,,150.0,,
Zepto,P00846,Green Toothpaste 200g,Personal Care,Oral Care,,20.0,,
Zepto,P00847,Quick Eggs 500g,Dairy & Breakfast,Eggs,,740.0,,
Zepto,P00848,Fresh Basmati Rice 1L,Grocery & Staples,Rice,,130.0,,
Zepto,P00849,Metro Basmati Rice 12 pcs,Grocery & Staples,Rice,,310.0,,
Zepto,P00850,Urban Bread 2kg,Dairy & Breakfast,Bread,,230.0,,
Zepto,P00851,Pure Cookies 1kg,Snacks & Beverages,Biscuits,,130.0,,
Zepto,P00852,Good Coffee 1L,Snacks & Beverages,Coffee,,40.0,,
Zepto,P00853,Good Namkeen 2kg,Snacks & Beverages,Chips,,70.0,,
Zepto,P00854,Metro Milk 1kg,Dairy & Breakfast,Milk,,180.0,,
Zepto,P00855,Happy Dishwash 12 pcs,Household,Dishwash,,40.0,,
Zepto,P00856,Daily Eggs 200g,Dairy & Breakfast,Eggs,,80.0,,
Zepto,P00857,Daily Potato 12 pcs,Fruits & Vegetables,Vegetables,,140.0,,
Zepto,P00858,Happy Juice 12 pcs,Snacks & Beverages,Juices,,210.0,,
Zepto,P00859,Good Basmati Rice 200g,Grocery & Staples,Rice,,230.0,,
Zepto,P00860,Smart Milk 500ml,Dairy & Breakfast,Milk,,130.0,,
Zepto,P00861,Pure Apple 1L,Fruits & Vegetables,Fruits,,60.0,,
Zepto,P00862,Pure Juice 6 pcs,Snacks & Beverages,Juices,,20.0,,
Zepto,P00863,Quick Tea 200g,Snacks & Beverages,Tea,,560.0,,
Zepto,P00864,Metro Cookies 1kg,Snacks & Beverages,Biscuits,,220.0,,
Zepto,P00865,Happy Cold Drink 500ml,Snacks & Beverages,Soft Drinks,,120.0,,
Zepto,P00866,Daily Tea 200g,Snacks & Beverages,Tea,,150.0,,
Zepto,P00867,Pure Juice 500g,Snacks & Beverages,Juices,,160.0,,
Zepto,P00868,Happy Tea 12 pcs,Snacks & Beverages,Tea,,200.0,,
Zepto,P00869,Metro Potato 2kg,Fruits & Vegetables,Vegetables,,470.0,,
Zepto,P00870,Green Apple 1L,Fruits & Vegetables,Fruits,,50.0,,
Zepto,P00871,Happy Atta 500ml,Grocery & Staples,Flour,,230.0,,
Zepto,P00872,Smart Banana 500g,Fruits & Vegetables,Fruits,,190.0,,
Zepto,P00873,Urban Chocolate 500ml,Snacks & Beverages,Chocolates,,690.0,,
Zepto,P00874,Pure Curd 200g,Dairy & Breakfast,Curd,,80.0,,
Zepto,P00875,Metro Cookies 200g,Snacks & Beverages,Biscuits,,110.0,,
Zepto,P00876,Quick Potato 1kg,Fruits & Vegetables,Vegetables,,140.0,,
Zepto,P00877,Daily Cashew 200g,Grocery & Staples,Dry Fruits,,50.0,,
Zepto,P00878,Smart Eggs 1kg,Dairy & Breakfast,Eggs,,30.0,,
Zepto,P00879,Happy Tea 1L,Snacks & Beverages,Tea,,300.0,,
Zepto,P00880,Happy Almonds 6 pcs,Grocery & Staples,Dry Fruits,,720.0,,
Zepto,P00881,Metro Atta 200g,Grocery & Staples,Flour,,410.0,,
Zepto,P00882,Pure Milk 12 pcs,Dairy & Breakfast,Milk,,660.0,,
Zepto,P00883,Smart Juice 2kg,Snacks & Beverages,Juices,,50.0,,
Zepto,P00884,Daily Atta 500g,Grocery & Staples,Flour,,490.0,,
Zepto,P00885,Good Milk 12 pcs,Dairy & Breakfast,Milk,,50.0,,
Zepto,P00886,Pure Shampoo 500g,Personal Care,Shampoo,,320.0,,
Zepto,P00887,Quick Floor Cleaner 500g,Household,Floor Cleaner,,230.0,,
Zepto,P00888,Pure Atta 6 pcs,Grocery & Staples,Flour,,40.0,,
Zepto,P00889,Smart Curd 1L,Dairy & Breakfast,Curd,,580.0,,
Zepto,P00890,Quick Tomato 2kg,Fruits & Vegetables,Vegetables,,530.0,,
Zepto,P00891,Smart Shampoo 500ml,Personal Care,Shampoo,,770.0,,
Zepto,P00892,Urban Bread 2kg,Dairy & Breakfast,Bread,,90.0,,
Zepto,P00893,Quick Milk 1L,Dairy & Breakfast,Milk,,160.0,,
Zepto,P00894,Quick Toothpaste 12 pcs,Personal Care,Oral Care,,50.0,,
Zepto,P00895,Pure Cookies 2kg,Snacks & Beverages,Biscuits,,220.0,,
Zepto,P00896,Quick Toor Dal 6 pcs,Grocery & Staples,Pulses,,470.0,,
Zepto,P00897,Fresh Atta 12 pcs,Grocery & Staples,Flour,,240.0,,
Zepto,P00898,Metro Bread 2kg,Dairy & Breakfast,Bread,,130.0,,
Zepto,P00899,Smart Eggs 1kg,Dairy & Breakfast,Eggs,,170.0,,
Zepto,P00900,Smart Cashew 500ml,Grocery & Staples,Dry Fruits,,500.0,,
Zepto,P00901,Daily Coffee 2kg,Snacks & Beverages,Coffee,,320.0,,
Zepto,P00902,Pure Basmati Rice 500g,Grocery & Staples,Rice,,260.0,,
Zepto,P00903,Smart Tomato 1L,Fruits & Vegetables,Vegetables,,160.0,,
Zepto,P00904,Happy Almonds 1kg,Grocery & Staples,Dry Fruits,,240.0,,
Zepto,P00905,Smart Toothpaste 500g,Personal Care,Oral Care,,430.0,,
Zepto,P00906,Urban Shampoo 6 pcs,Personal Care,Shampoo,,340.0,,
Zepto,P00907,Pure Curd 500ml,Dairy & Breakfast,Curd,,50.0,,
Zepto,P00908,Green Toor Dal 200g,Grocery & Staples,Pulses,,70.0,,
Zepto,P00909,Green Toothpaste 2kg,Personal Care,Oral Care,,400.0,,
Zepto,P00910,Happy Toor Dal 1kg,Grocery & Staples,Pulses,,500.0,,
Zepto,P00911,Green Namkeen 12 pcs,Snacks & Beverages,Chips,,120.0,,
Zepto,P00912,Metro Curd 12 pcs,Dairy & Breakfast,Curd,,250.0,,
Zepto,P00913,Good Toor Dal 500g,Grocery & Staples,Pulses,,80.0,,
Zepto,P00914,Good Tea 200g,Snacks & Beverages,Tea,,100.0,,
Zepto,P00915,Happy Shampoo 12 pcs,Personal Care,Shampoo,,190.0,,
Zepto,P00916,Happy Toor Dal 500g,Grocery & Staples,Pulses,,70.0,,
Zepto,P00917,Good Banana 6 pcs,Fruits & Vegetables,Fruits,,280.0,,
Zepto,P00918,Urban Coffee 1kg,Snacks & Beverages,Coffee,,160.0,,
Zepto,P00919,Happy Dishwash 500ml,Household,Dishwash,,100.0,,
Zepto,P00920,Urban Milk 12 pcs,Dairy & Breakfast,Milk,,60.0,,
Zepto,P00921,Urban Tea 6 pcs,Snacks & Beverages,Tea,,350.0,,
Zepto,P00922,Happy Juice 6 pcs,Snacks & Beverages,Juices,,130.0,,
Zepto,P00923,Smart Namkeen 500g,Snacks & Beverages,Chips,,150.0,,
Zepto,P00924,Daily Eggs 500ml,Dairy & Breakfast,Eggs,,100.0,,
Zepto,P00925,Quick Banana 6 pcs,Fruits & Vegetables,Fruits,,70.0,,
Zepto,P00926,Happy Basmati Rice 200g,Grocery & Staples,Rice,,90.0,,
Zepto,P00927,Urban Dishwash 500g,Household,Dishwash,,140.0,,
Zepto,P00928,Good Toor Dal 6 pcs,Grocery & Staples,Pulses,,360.0,,
Zepto,P00929,Quick Apple 500ml,Fruits & Vegetables,Fruits,,130.0,,
Zepto,P00930,Happy Eggs 12 pcs,Dairy & Breakfast,Eggs,,780.0,,
Zepto,P00931,Green Tea 2kg,Snacks & Beverages,Tea,,160.0,,
Zepto,P00932,Metro Coffee 200g,Snacks & Beverages,Coffee,,350.0,,
Zepto,P00933,Green Cold Drink 500ml,Snacks & Beverages,Soft Drinks,,160.0,,
Zepto,P00934,Urban Juice 500g,Snacks & Beverages,Juices,,40.0,,
Zepto,P00935,Urban Eggs 12 pcs,Dairy & Breakfast,Eggs,,80.0,,
Zepto,P00936,Daily Shampoo 2kg,Personal Care,Shampoo,,350.0,,
Zepto,P00937,Good Floor Cleaner 500g,Household,Floor Cleaner,,30.0,,
Zepto,P00938,Happy Atta 12 pcs,Grocery & Staples,Flour,,100.0,,
Zepto,P00939,Quick Cashew 1kg,Grocery & Staples,Dry Fruits,,270.0,,
Zepto,P00940,Urban Basmati Rice 1L,Grocery & Staples,Rice,,140.0,,
Zepto,P00941,Quick Milk 200g,Dairy & Breakfast,Milk,,230.0,,
Zepto,P00942,Smart Bread 200g,Dairy & Breakfast,Bread,,590.0,,
Zepto,P00943,Happy Curd 1L,Dairy & Breakfast,Curd,,60.0,,
Zepto,P00944,Happy Namkeen 500g,Snacks & Beverages,Chips,,90.0,,
Zepto,P00945,Happy Atta 500g,Grocery & Staples,Flour,,210.0,,
Zepto,P00946,Good Floor Cleaner 12 pcs,Household,Floor Cleaner,,380.0,,
Zepto,P00947,Quick Potato 1kg,Fruits & Vegetables,Vegetables,,160.0,,
Zepto,P00948,Quick Juice 500g,Snacks & Beverages,Juices,,190.0,,
Zepto,P00949,Quick Dishwash 500ml,Household,Dishwash,,270.0,,
Zepto,P00950,Happy Tomato 2kg,Fruits & Vegetables,Vegetables,,460.0,,
Zepto,P00951,Quick Cookies 500ml,Snacks & Beverages,Biscuits,,120.0,,
Zepto,P00952,Pure Basmati Rice 2kg,Grocery & Staples,Rice,,100.0,,
Zepto,P00953,Green Tomato 500ml,Fruits & Vegetables,Vegetables,,730.0,,
Zepto,P00954,Smart Cashew 1kg,Grocery & Staples,Dry Fruits,,270.0,,
Zepto,P00955,Smart Floor Cleaner 2kg,Household,Floor Cleaner,,200.0,,
Zepto,P00956,Good Apple 6 pcs,Fruits & Vegetables,Fruits,,40.0,,
Zepto,P00957,Smart Cashew 12 pcs,Grocery & Staples,Dry Fruits,,100.0,,
Zepto,P00958,Metro Floor Cleaner 2kg,Household,Floor Cleaner,,110.0,,
Zepto,P00959,Happy Potato 200g,Fruits & Vegetables,Vegetables,,190.0,,
Zepto,P00960,Quick Toor Dal 1kg,Grocery & Staples,Pulses,,100.0,,
Zepto,P00961,Daily Apple 6 pcs,Fruits & Vegetables,Fruits,,250.0,,
Zepto,P00962,Metro Apple 1kg,Fruits & Vegetables,Fruits,,330.0,,
Zepto,P00963,Fresh Coffee 2kg,Snacks & Beverages,Coffee,,160.0,,
Zepto,P00964,Quick Basmati Rice 200g,Grocery & Staples,Rice,,250.0,,
Zepto,P00965,Good Shampoo 12 pcs,Personal Care,Shampoo,,120.0,,
Zepto,P00966,Urban Curd 1L,Dairy & Breakfast,Curd,,200.0,,
Zepto,P00967,Urban Cookies 500ml,Snacks & Beverages,Biscuits,,60.0,,
Zepto,P00968,Happy Cashew 6 pcs,Grocery & Staples,Dry Fruits,,490.0,,
Zepto,P00969,Good Tomato 2kg,Fruits & Vegetables,Vegetables,,70.0,,
Zepto,P00970,Happy Cold Drink 2kg,Snacks & Beverages,Soft Drinks,,320.0,,
Zepto,P00971,Good Coffee 2kg,Snacks & Beverages,Coffee,,590.0,,
Zepto,P00972,Pure Milk 2kg,Dairy & Breakfast,Milk,,50.0,,
