platform,order_id,customer_id,product_id,store_id,order_datetime,quantity,order_value,discount_applied,order_status,payment_method_id,time_of_day
Zepto,O013178,C02602,,,2024-05-17,,,,Cancelled,,
Zepto,O013179,C07955,,,2023-04-26,,,,Delivered,,
Zepto,O013180,C03315,,,2023-06-27,,,,Delivered,,
Zepto,O013181,C03313,,,2023-03-11,,,,Delivered,,
Zepto,O013182,C03817,,,2023-04-25,,,,Delivered,,
Zepto,O013183,C03454,,,2024-04-08,,,,Delivered,,
Zepto,O013184,C03806,,,2024-01-29,,,,Delivered,,
Zepto,O013185,C01269,,,2023-08-11,,,,Cancelled,,
Zepto,O013186,C03811,,,2023-05-02,,,,Delivered,,
Zepto,O013187,C09850,,,2023-04-30,,,,Delivered,,
Zepto,O013188,C03562,,,2023-07-15,,,,Delivered,,
Zepto,O013189,C08767,,,2024-06-29,,,,Delivered,,
Zepto,O013190,C05656,,,2023-11-25,,,,Delivered,,
Zepto,O013191,C01238,,,2024-07-18,,,,Cancelled,,
Zepto,O013192,C06048,,,2023-06-07,,,,Delivered,,
Zepto,O013193,C07993,,,2024-02-04,,,,Delivered,,
Zepto,O013194,C08213,,,2023-05-20,,,,Delivered,,
Zepto,O013195,C00567,,,2024-04-26,,,,Delivered,,
Zepto,O013196,C06971,,,2023-01-01,,,,Delivered,,
Zepto,O013197,C02753,,,2024-03-01,,,,Delivered,,
Zepto,O013198,C04464,,,2023-08-27,,,,Delivered,,
Zepto,O013199,C04504,,,2024-09-01,,,,Out For Delivery,,
Zepto,O013200,C00229,,,2024-03-06,,,,Cancelled,,
Zepto,O013201,C04403,,,2024-01-24,,,,Delivered,,
Zepto,O013202,C04019,,,2023-06-28,,,,Returned,,
Zepto,O013203,C03192,,,2024-02-25,,,,Delivered,,
Zepto,O013204,C06072,,,2023-09-11,,,,Out For Delivery,,
Zepto,O013205,C01774,,,2024-12-09,,,,Delivered,,
Zepto,O013206,C01875,,,2024-10-20,,,,Cancelled,,
Zepto,O013207,C06029,,,2023-04-06,,,,Delivered,,
Zepto,O013208,C03256,,,2023-09-25,,,,Delivered,,
Zepto,O013209,C01016,,,2024-04-14,,,,Delivered,,
Zepto,O013210,C08687,,,2023-06-23,,,,Delivered,,
Zepto,O013211,C01326,,,2023-11-15,,,,Delivered,,
Zepto,O013212,C09325,,,2023-02-15,,,,Delivered,,
Zepto,O013213,C06665,,,2023-04-06,,,,Returned,,
Zepto,O013214,C03904,,,2023-07-17,,,,Delivered,,
Zepto,O013215,C06444,,,2023-04-27,,,,Delivered,,
Zepto,O013216,C01611,,,2024-04-11,,,,Out For Delivery,,
Zepto,O013217,C05456,,,2023-07-26,,,,Delivered,,
Zepto,O013218,C08152,,,2024-10-17,,,,Delivered,,
Zepto,O013219,C01020,,,2023-06-04,,,,Out For Delivery,,
Zepto,O013220,C02275,,,2024-10-29,,,,Delivered,,
Zepto,O013221,C03109,,,2023-10-12,,,,Delivered,,
Zepto,O013222,C07156,,,2023-01-20,,,,Delivered,,
Zepto,O013223,C06936,,,2023-02-10,,,,Cancelled,,
Zepto,O013224,C00026,,,2023-01-10,,,,Delivered,,
Zepto,O013225,C03677,,,2024-06-09,,,,Delivered,,
Zepto,O013226,C09628,,,2024-10-10,,,,Out For Delivery,,
Zepto,O013227,C09474,,,2023-06-23,,,,Delivered,,
Zepto,O013228,C02353,,,2023-09-28,,,,Delivered,,
Zepto,O013229,C08615,,,2024-11-29,,,,Delivered,,
Zepto,O013230,C09020,,,2023-04-15,,,,Delivered,,
Zepto,O013231,C06392,,,2023-02-23,,,,Delivered,,
Zepto,O013232,C01724,,,2024-11-29,,,,Delivered,,
Zepto,O013233,C09861,,,2023-10-02,,,,Delivered,,
Zepto,O013234,C00426,,,2024-02-10,,,,Delivered,,
Zepto,O013235,C05928,,,2024-01-29,,,,Delivered,,
Zepto,O013236,C09862,,,2023-04-17,,,,Delivered,,
Zepto,O013237,C00009,,,2024-01-16,,,,Delivered,,
Zepto,O013238,C07913,,,2024-12-01,,,,Delivered,,
Zepto,O013239,C04230,,,2024-04-14,,,,Delivered,,
Zepto,O013240,C06973,,,2024-12-03,,,,Delivered,,
Zepto,O013241,C09323,,,2023-02-27,,,,Delivered,,
Zepto,O013242,C02768,,,2023-06-05,,,,Out For Delivery,,
Zepto,O013243,C07182,,,2024-02-12,,,,Delivered,,
Zepto,O013244,C04124,,,2024-06-08,,,,Cancelled,,
Zepto,O013245,C09580,,,2024-12-19,,,,Cancelled,,
Zepto,O013246,C03174,,,2023-08-08,,,,Delivered,,
Zepto,O013247,C01780,,,2024-06-12,,,,Out For Delivery,,
Zepto,O013248,C00692,,,2023-07-15,,,,Cancelled,,
Zepto,O013249,C05951,,,2023-04-19,,,,Returned,,
Zepto,O013250,C04284,,,2024-01-07,,,,Delivered,,
Zepto,O013251,C05363,,,2023-08-13,,,,Delivered,,
Zepto,O013252,C09706,,,2023-03-15,,,,Cancelled,,
Zepto,O013253,C00448,,,2023-08-05,,,,Cancelled,,
Zepto,O013254,C03378,,,2024-12-05,,,,Delivered,,
Zepto,O013255,C02893,,,2024-01-16,,,,Delivered,,
Zepto,O013256,C01390,,,2024-12-09,,,,Delivered,,
Zepto,O013257,C03372,,,2023-11-22,,,,Delivered,,
Zepto,O013258,C08079,,,2024-05-03,,,,Cancelled,,
Zepto,O013259,C01331,,,2023-07-08,,,,Delivered,,
Zepto,O013260,C02144,,,2023-02-02,,,,Delivered,,
Zepto,O013261,C08437,,,2023-11-30,,,,Delivered,,
Zepto,O013262,C05571,,,2023-11-10,,,,Delivered,,
Zepto,O013263,C05925,,,2023-01-13,,,,Delivered,,
Zepto,O013264,C09185,,,2023-04-01,,,,Delivered,,
Zepto,O013265,C08063,,,2024-01-19,,,,Delivered,,
Zepto,O013266,C04066,,,2024-07-04,,,,Delivered,,
Zepto,O013267,C00206,,,2024-08-15,,,,Out For Delivery,,
Zepto,O013268,C08275,,,2024-11-03,,,,Delivered,,
Zepto,O013269,C08121,,,2024-07-15,,,,Delivered,,
Zepto,O013270,C01452,,,2024-08-13,,,,Out For Delivery,,
Zepto,O013271,C00314,,,2023-01-22,,,,Delivered,,
Zepto,O013272,C07224,,,2023-08-18,,,,Delivered,,
Zepto,O013273,C00903,,,2023-09-02,,,,Delivered,,
Zepto,O013274,C09148,,,2024-11-08,,,,Delivered,,
Zepto,O013275,C02031,,,2023-07-24,,,,Delivered,,
Zepto,O013276,C09280,,,2023-02-10,,,,Returned,,
Zepto,O013277,C03798,,,2023-06-21,,,,Out For Delivery,,
Zepto,O013278,C05563,,,2024-11-28,,,,Out For Delivery,,
Zepto,O013279,C00744,,,2023-11-01,,,,Delivered,,
Zepto,O013280,C01129,,,2023-02-05,,,,Delivered,,
Zepto,O013281,C09860,,,2023-04-26,,,,Delivered,,
Zepto,O013282,C05966,,,2024-06-05,,,,Returned,,
Zepto,O013283,C02569,,,2023-07-27,,,,Out For Delivery,,
Zepto,O013284,C08993,,,2024-01-31,,,,Cancelled,,
Zepto,O013285,C00323,,,2024-01-30,,,,Delivered,,
Zepto,O013286,C02460,,,2024-04-01,,,,Delivered,,
Zepto,O013287,C06126,,,2024-08-13,,,,Delivered,,
Zepto,O013288,C02986,,,2023-03-19,,,,Delivered,,
Zepto,O013289,C01669,,,2023-07-04,,,,Delivered,,
Zepto,O013290,C00391,,,2023-06-21,,,,Cancelled,,
Zepto,O013291,C02316,,,2024-08-02,,,,Delivered,,
Zepto,O013292,C07608,,,2024-10-24,,,,Cancelled,,
Zepto,O013293,C08921,,,2024-01-21,,,,Delivered,,
Zepto,O013294,C00438,,,2023-06-24,,,,Out For Delivery,,
Zepto,O013295,C06505,,,2024-04-08,,,,Cancelled,,
Zepto,O013296,C01883,,,2024-10-26,,,,Cancelled,,
Zepto,O013297,C08285,,,2023-11-30,,,,Delivered,,
Zepto,O013298,C09181,,,2023-10-23,,,,Cancelled,,
Zepto,O013299,C08553,,,2024-09-15,,,,Delivered,,
Zepto,O013300,C02306,,,2024-06-06,,,,Delivered,,
Zepto,O013301,C04372,,,2024-01-12,,,,Delivered,,
Zepto,O013302,C08326,,,2024-06-12,,,,Out For Delivery,,
Zepto,O013303,C04668,,,2024-11-24,,,,Delivered,,
Zepto,O013304,C01049,,,2023-07-21,,,,Delivered,,
Zepto,O013305,C08985,,,2023-06-09,,,,Delivered,,
Zepto,O013306,C01269,,,2024-10-03,,,,Delivered,,
Zepto,O013307,C01001,,,2024-04-04,,,,Delivered,,
Zepto,O013308,C05134,,,2023-12-16,,,,Delivered,,
Zepto,O013309,C04936,,,2023-04-21,,,,Out For Delivery,,
Zepto,O013310,C04032,,,2024-08-19,,,,Delivered,,
Zepto,O013311,C08064,,,2023-04-14,,,,Delivered,,
Zepto,O013312,C06973,,,2023-10-04,,,,Delivered,,
Zepto,O013313,C03160,,,2024-09-15,,,,Delivered,,
Zepto,O013314,C04951,,,2023-05-24,,,,Cancelled,,
Zepto,O013315,C05751,,,2024-06-02,,,,Returned,,
Zepto,O013316,C08560,,,2023-05-28,,,,Delivered,,
Zepto,O013317,C07230,,,2024-11-26,,,,Delivered,,
Zepto,O013318,C08067,,,2023-08-13,,,,Delivered,,
Zepto,O013319,C03709,,,2023-06-30,,,,Delivered,,
Zepto,O013320,C02553,,,2023-05-14,,,,Delivered,,
Zepto,O013321,C04086,,,2024-09-20,,,,Delivered,,
Zepto,O013322,C08692,,,2024-04-18,,,,Delivered,,
Zepto,O013323,C07343,,,2023-06-15,,,,Out For Delivery,,
Zepto,O013324,C04625,,,2024-11-22,,,,Delivered,,
Zepto,O013325,C09589,,,2023-04-18,,,,Cancelled,,
Zepto,O013326,C09700,,,2023-06-19,,,,Delivered,,
Zepto,O013327,C00987,,,2023-08-06,,,,Delivered,,
Zepto,O013328,C01751,,,2023-10-14,,,,Delivered,,
Zepto,O013329,C09005,,,2024-02-09,,,,Delivered,,
Zepto,O013330,C07512,,,2023-11-29,,,,Delivered,,
Zepto,O013331,C04247,,,2023-01-27,,,,Delivered,,
Zepto,O013332,C07129,,,2023-04-26,,,,Delivered,,
Zepto,O013333,C06268,,,2023-07-11,,,,Delivered,,
Zepto,O013334,C07516,,,2024-01-17,,,,Delivered,,
Zepto,O013335,C04615,,,2023-09-01,,,,Delivered,,
Zepto,O013336,C09163,,,2023-05-11,,,,Delivered,,
Zepto,O013337,C02583,,,2024-01-04,,,,Delivered,,
Zepto,O013338,C04342,,,2023-08-05,,,,Delivered,,
Zepto,O013339,C07045,,,2024-06-29,,,,Delivered,,
Zepto,O013340,C06744,,,2024-07-24,,,,Delivered,,
Zepto,O013341,C00025,,,2023-11-02,,,,Delivered,,
Zepto,O013342,C04232,,,2024-09-26,,,,Delivered,,
Zepto,O013343,C06704,,,2023-04-03,,,,Delivered,,
Zepto,O013344,C03684,,,2024-04-18,,,,Delivered,,
Zepto,O013345,C09194,,,2024-12-07,,,,Cancelled,,
Zepto,O013346,C04270,,,2024-10-05,,,,Cancelled,,
Zepto,O013347,C04468,,,2024-01-08,,,,Returned,,
Zepto,O013348,C06643,,,2024-11-19,,,,Delivered,,
Zepto,O013349,C06779,,,2023-07-20,,,,Delivered,,
Zepto,O013350,C05015,,,2024-12-30,,,,Cancelled,,
Zepto,O013351,C03017,,,2023-01-15,,,,Delivered,,
Zepto,O013352,C06295,,,2024-04-02,,,,Delivered,,
Zepto,O013353,C08519,,,2023-06-01,,,,Delivered,,
Zepto,O013354,C07002,,,2024-10-23,,,,Out For Delivery,,
Zepto,O013355,C07852,,,2024-03-08,,,,Delivered,,
Zepto,O013356,C08225,,,2024-12-17,,,,Delivered,,
Zepto,O013357,C08028,,,2024-05-22,,,,Delivered,,
Zepto,O013358,C03254,,,2024-07-22,,,,Cancelled,,
Zepto,O013359,C01158,,,2024-11-06,,,,Delivered,,
Zepto,O013360,C04645,,,2023-05-03,,,,Delivered,,
Zepto,O013361,C02994,,,2024-05-20,,,,Delivered,,
Zepto,O013362,C05715,,,2024-10-23,,,,Delivered,,
Zepto,O013363,C01180,,,2024-09-21,,,,Delivered,,
Zepto,O013364,C02649,,,2024-07-01,,,,Delivered,,
Zepto,O013365,C04099,,,2023-10-28,,,,Delivered,,
Zepto,O013366,C02193,,,2024-04-06,,,,Delivered,,
Zepto,O013367,C06187,,,2024-06-11,,,,Delivered,,
Zepto,O013368,C07722,,,2023-10-11,,,,Delivered,,
Zepto,O013369,C08114,,,2024-01-22,,,,Delivered,,
Zepto,O013370,C09073,,,2023-05-04,,,,Cancelled,,
Zepto,O013371,C00930,,,2023-03-15,,,,Delivered,,
Zepto,O013372,C08910,,,2023-05-15,,,,Returned,,
Zepto,O013373,C00082,,,2023-05-31,,,,Delivered,,
Zepto,O013374,C00057,,,2024-03-28,,,,Delivered,,
Zepto,O013375,C09757,,,2023-12-03,,,,Delivered,,
Zepto,O013376,C01710,,,2024-06-28,,,,Cancelled,,
Zepto,O013377,C06100,,,2023-03-21,,,,Delivered,,
Zepto,O013378,C03204,,,2023-09-16,,,,Delivered,,
Zepto,O013379,C05912,,,2023-12-02,,,,Delivered,,
Zepto,O013380,C09544,,,2024-11-26,,,,Returned,,
Zepto,O013381,C01179,,,2024-05-14,,,,Delivered,,
Zepto,O013382,C05562,,,2023-07-04,,,,Returned,,
Zepto,O013383,C08111,,,2023-08-02,,,,Delivered,,
Zepto,O013384,C01332,,,2023-10-04,,,,Delivered,,
Zepto,O013385,C09051,,,2023-06-16,,,,Delivered,,
Zepto,O013386,C04631,,,2024-10-14,,,,Delivered,,
Zepto,O013387,C03372,,,2024-11-09,,,,Delivered,,
Zepto,O013388,C00301,,,2024-08-25,,,,Out For Delivery,,
Zepto,O013389,C01112,,,2024-12-20,,,,Out For Delivery,,
Zepto,O013390,C07637,,,2023-08-10,,,,Delivered,,
Zepto,O013391,C09019,,,2023-01-25,,,,Delivered,,
Zepto,O013392,C02093,,,2023-05-26,,,,Cancelled,,
Zepto,O013393,C08346,,,2024-02-13,,,,Delivered,,
Zepto,O013394,C02436,,,2024-09-10,,,,Delivered,,
Zepto,O013395,C00596,,,2023-02-12,,,,Delivered,,
Zepto,O013396,C01561,,,2024-09-15,,,,Delivered,,
Zepto,O013397,C02577,,,2024-03-11,,,,Out For Delivery,,
Zepto,O013398,C05976,,,2023-10-19,,,,Delivered,,
Zepto,O013399,C04984,,,2024-01-26,,,,Delivered,,
Zepto,O013400,C07020,,,2023-04-17,,,,Delivered,,
Zepto,O013401,C04215,,,2024-05-06,,,,Delivered,,
Zepto,O013402,C05566,,,2023-09-11,,,,Delivered,,
Zepto,O013403,C09148,,,2024-10-20,,,,Cancelled,,
Zepto,O013404,C04193,,,2023-06-27,,,,Delivered,,
Zepto,O013405,C04677,,,2023-02-27,,,,Delivered,,
Zepto,O013406,C08542,,,2024-05-06,,,,Delivered,,
Zepto,O013407,C01338,,,2024-04-01,,,,Delivered,,
Zepto,O013408,C00058,,,2024-04-25,,,,Delivered,,
Zepto,O013409,C05350,,,2024-01-20,,,,Delivered,,
Zepto,O013410,C04077,,,2024-02-09,,,,Delivered,,
Zepto,O013411,C08682,,,2024-11-16,,,,Delivered,,
Zepto,O013412,C03165,,,2023-03-11,,,,Delivered,,
Zepto,O013413,C03071,,,2023-04-04,,,,Delivered,,
Zepto,O013414,C00905,,,2024-08-04,,,,Delivered,,
Zepto,O013415,C06795,,,2024-02-05,,,,Delivered,,
Zepto,O013416,C09691,,,2023-01-05,,,,Delivered,,
Zepto,O013417,C04916,,,2024-05-08,,,,Delivered,,
Zepto,O013418,C01943,,,2024-11-10,,,,Delivered,,
Zepto,O013419,C03909,,,2024-02-16,,,,Delivered,,
Zepto,O013420,C05738,,,2023-06-10,,,,Delivered,,
Zepto,O013421,C07806,,,2024-02-27,,,,Delivered,,
Zepto,O013422,C07132,,,2023-10-08,,,,Delivered,,
Zepto,O013423,C03251,,,2024-08-06,,,,Delivered,,
Zepto,O013424,C07224,,,2023-03-09,,,,Out For Delivery,,
Zepto,O013425,C02122,,,2024-09-08,,,,Delivered,,
Zepto,O013426,C07894,,,2023-12-13,,,,Out For Delivery,,
Zepto,O013427,C03930,,,2023-08-24,,,,Delivered,,
Zepto,O013428,C03444,,,2024-11-25,,,,Delivered,,
Zepto,O013429,C01958,,,2023-02-18,,,,Delivered,,
Zepto,O013430,C00047,,,2024-07-02,,,,Cancelled,,
Zepto,O013431,C04255,,,2023-02-18,,,,Delivered,,
Zepto,O013432,C05041,,,2023-11-09,,,,Delivered,,
Zepto,O013433,C01445,,,2023-02-08,,,,Delivered,,
Zepto,O013434,C09079,,,2023-09-07,,,,Delivered,,
Zepto,O013435,C05738,,,2024-07-16,,,,Cancelled,,
Zepto,O013436,C01641,,,2023-06-11,,,,Delivered,,
Zepto,O013437,C00364,,,2024-02-29,,,,Delivered,,
Zepto,O013438,C00719,,,2023-04-02,,,,Delivered,,
Zepto,O013439,C09927,,,2023-12-08,,,,Delivered,,
Zepto,O013440,C02714,,,2024-10-05,,,,Delivered,,
Zepto,O013441,C07118,,,2024-03-21,,,,Delivered,,
Zepto,O013442,C00961,,,2024-09-04,,,,Delivered,,
Zepto,O013443,C06155,,,2023-06-26,,,,Delivered,,
Zepto,O013444,C08457,,,2023-08-07,,,,Delivered,,
Zepto,O013445,C09350,,,2024-09-24,,,,Delivered,,
Zepto,O013446,C06538,,,2024-03-04,,,,Out For Delivery,,
Zepto,O013447,C06778,,,2023-08-09,,,,Delivered,,
Zepto,O013448,C04613,,,2023-08-26,,,,Out For Delivery,,
Zepto,O013449,C00784,,,2023-11-25,,,,Delivered,,
Zepto,O013450,C08194,,,2023-02-05,,,,Delivered,,
Zepto,O013451,C03142,,,2024-04-02,,,,Delivered,,
Zepto,O013452,C06026,,,2024-10-15,,,,Out For Delivery,,
Zepto,O013453,C07916,,,2024-06-07,,,,Delivered,,
Zepto,O013454,C04993,,,2023-09-07,,,,Delivered,,
Zepto,O013455,C03256,,,2024-06-18,,,,Delivered,,
Zepto,O013456,C04595,,,2024-12-30,,,,Delivered,,
Zepto,O013457,C00013,,,2023-08-17,,,,Delivered,,
Zepto,O013458,C02783,,,2023-12-09,,,,Cancelled,,
Zepto,O013459,C09163,,,2023-10-21,,,,Delivered,,
Zepto,O013460,C04817,,,2023-09-03,,,,Out For Delivery,,
Zepto,O013461,C03562,,,2024-05-14,,,,Delivered,,
Zepto,O013462,C04564,,,2023-07-10,,,,Returned,,
Zepto,O013463,C00986,,,2023-05-10,,,,Delivered,,
Zepto,O013464,C08891,,,2023-05-16,,,,Delivered,,
Zepto,O013465,C00632,,,2024-06-09,,,,Delivered,,
Zepto,O013466,C04998,,,2023-08-31,,,,Cancelled,,
Zepto,O013467,C08821,,,2023-09-06,,,,Delivered,,
Zepto,O013468,C01500,,,2024-12-21,,,,Delivered,,
Zepto,O013469,C01311,,,2023-09-08,,,,Delivered,,
Zepto,O013470,C09436,,,2023-03-12,,,,Cancelled,,
Zepto,O013471,C07657,,,2024-01-07,,,,Delivered,,
Zepto,O013472,C07894,,,2024-07-27,,,,Delivered,,
Zepto,O013473,C06503,,,2023-06-01,,,,Delivered,,
Zepto,O013474,C04627,,,2024-05-05,,,,Delivered,,
Zepto,O013475,C02003,,,2024-12-16,,,,Cancelled,,
Zepto,O013476,C05546,,,2024-06-22,,,,Delivered,,
Zepto,O013477,C06537,,,2024-07-22,,,,Delivered,,
Zepto,O013478,C04116,,,2023-06-09,,,,Returned,,
Zepto,O013479,C07940,,,2024-12-16,,,,Out For Delivery,,
Zepto,O013480,C02611,,,2024-03-06,,,,Delivered,,
Zepto,O013481,C00591,,,2024-06-08,,,,Delivered,,
Zepto,O013482,C03455,,,2024-10-05,,,,Delivered,,
Zepto,O013483,C01358,,,2023-06-25,,,,Cancelled,,
Zepto,O013484,C09274,,,2023-06-16,,,,Delivered,,
Zepto,O013485,C03754,,,2023-05-05,,,,Cancelled,,
Zepto,O013486,C07532,,,2024-05-31,,,,Delivered,,
Zepto,O013487,C07160,,,2024-12-19,,,,Delivered,,
Zepto,O013488,C05591,,,2024-01-25,,,,Delivered,,
Zepto,O013489,C07245,,,2024-12-29,,,,Delivered,,
Zepto,O013490,C02669,,,2023-08-10,,,,Out For Delivery,,
Zepto,O013491,C08119,,,2023-08-03,,,,Delivered,,
Zepto,O013492,C02132,,,2024-11-01,,,,Delivered,,
Zepto,O013493,C09222,,,2024-04-27,,,,Returned,,
Zepto,O013494,C04486,,,2023-03-27,,,,Delivered,,
Zepto,O013495,C07193,,,2023-08-24,,,,Cancelled,,
Zepto,O013496,C08176,,,2024-05-21,,,,Delivered,,
Zepto,O013497,C07292,,,2023-11-30,,,,Delivered,,
Zepto,O013498,C04996,,,2024-08-09,,,,Delivered,,
Zepto,O013499,C04653,,,2024-11-22,,,,Delivered,,
Zepto,O013500,C08941,,,2023-10-26,,,,Delivered,,
Zepto,O013501,C02189,,,2023-04-27,,,,Delivered,,
Zepto,O013502,C05113,,,2023-10-11,,,,Delivered,,
Zepto,O013503,C05671,,,2023-10-01,,,,Delivered,,
Zepto,O013504,C07154,,,2023-06-13,,,,Delivered,,
Zepto,O013505,C08157,,,2023-10-13,,,,Delivered,,
Zepto,O013506,C08597,,,2023-04-03,,,,Delivered,,
Zepto,O013507,C06333,,,2023-01-29,,,,Delivered,,
Zepto,O013508,C06500,,,2023-02-28,,,,Delivered,,
Zepto,O013509,C05816,,,2024-03-04,,,,Delivered,,
Zepto,O013510,C01838,,,2024-02-01,,,,Delivered,,
Zepto,O013511,C05683,,,2024-04-28,,,,Delivered,,
Zepto,O013512,C06733,,,2024-06-30,,,,Delivered,,
Zepto,O013513,C07533,,,2024-12-07,,,,Delivered,,
Zepto,O013514,C01688,,,2023-10-05,,,,Delivered,,
Zepto,O013515,C05864,,,2023-02-08,,,,Delivered,,
Zepto,O013516,C02223,,,2024-11-13,,,,Delivered,,
Zepto,O013517,C07315,,,2024-12-31,,,,Delivered,,
Zepto,O013518,C03922,,,2024-05-30,,,,Delivered,,
Zepto,O013519,C02750,,,2024-01-22,,,,Cancelled,,
Zepto,O013520,C05947,,,2024-12-18,,,,Delivered,,
Zepto,O013521,C05647,,,2024-03-20,,,,Cancelled,,
Zepto,O013522,C05604,,,2024-07-09,,,,Delivered,,
Zepto,O013523,C09270,,,2024-08-14,,,,Delivered,,
Zepto,O013524,C01931,,,2024-03-25,,,,Out For Delivery,,
Zepto,O013525,C00530,,,2024-08-30,,,,Delivered,,
Zepto,O013526,C01209,,,2023-08-18,,,,Cancelled,,
Zepto,O013527,C07130,,,2024-07-09,,,,Delivered,,
Zepto,O013528,C00182,,,2023-02-22,,,,Delivered,,
Zepto,O013529,C06781,,,2024-09-30,,,,Out For Delivery,,
Zepto,O013530,C05965,,,2023-12-15,,,,Delivered,,
Zepto,O013531,C02416,,,2024-03-14,,,,Delivered,,
Zepto,O013532,C07135,,,2024-05-17,,,,Delivered,,
Zepto,O013533,C01109,,,2023-12-13,,,,Delivered,,
Zepto,O013534,C01055,,,2024-08-22,,,,Delivered,,
Zepto,O013535,C01462,,,2024-11-11,,,,Delivered,,
Zepto,O013536,C03790,,,2023-09-14,,,,Delivered,,
Zepto,O013537,C06386,,,2023-12-02,,,,Delivered,,
Zepto,O013538,C03519,,,2023-04-06,,,,Delivered,,
Zepto,O013539,C03171,,,2024-06-04,,,,Cancelled,,
Zepto,O013540,C02919,,,2024-07-15,,,,Delivered,,
Zepto,O013541,C08877,,,2024-02-21,,,,Out For Delivery,,
Zepto,O013542,C04602,,,2024-08-23,,,,Delivered,,
Zepto,O013543,C09571,,,2023-06-09,,,,Delivered,,
Zepto,O013544,C09837,,,2024-06-12,,,,Delivered,,
Zepto,O013545,C04284,,,2023-12-29,,,,Delivered,,
Zepto,O013546,C05038,,,2024-08-09,,,,Delivered,,
Zepto,O013547,C04380,,,2024-04-16,,,,Out For Delivery,,
Zepto,O013548,C03944,,,2024-07-16,,,,Cancelled,,
Zepto,O013549,C00986,,,2024-11-09,,,,Delivered,,
Zepto,O013550,C05845,,,2023-11-08,,,,Delivered,,
Zepto,O013551,C00307,,,2024-07-07,,,,Delivered,,
Zepto,O013552,C09770,,,2023-04-03,,,,Returned,,
Zepto,O013553,C07922,,,2024-03-25,,,,Cancelled,,
Zepto,O013554,C05724,,,2024-01-11,,,,Cancelled,,
Zepto,O013555,C05194,,,2024-01-23,,,,Delivered,,
Zepto,O013556,C07778,,,2024-09-12,,,,Delivered,,
Zepto,O013557,C00508,,,2023-10-02,,,,Delivered,,
Zepto,O013558,C00388,,,2024-08-21,,,,Delivered,,
Zepto,O013559,C06069,,,2024-08-11,,,,Delivered,,
Zepto,O013560,C04763,,,2023-09-15,,,,Delivered,,
Zepto,O013561,C01020,,,2024-01-04,,,,Delivered,,
Zepto,O013562,C05978,,,2024-11-27,,,,Delivered,,
Zepto,O013563,C01143,,,2024-09-22,,,,Delivered,,
Zepto,O013564,C01833,,,2024-05-18,,,,Delivered,,
Zepto,O013565,C02251,,,2023-08-22,,,,Out For Delivery,,
Zepto,O013566,C02025,,,2023-07-18,,,,Delivered,,
Zepto,O013567,C00648,,,2024-05-18,,,,Delivered,,
Zepto,O013568,C02042,,,2024-01-09,,,,Delivered,,
Zepto,O013569,C07986,,,2024-03-31,,,,Delivered,,
Zepto,O013570,C07950,,,2023-02-18,,,,Delivered,,
Zepto,O013571,C06211,,,2024-10-20,,,,Delivered,,
Zepto,O013572,C08692,,,2024-10-29,,,,Delivered,,
Zepto,O013573,C00930,,,2023-05-13,,,,Delivered,,
Zepto,O013574,C02140,,,2023-08-21,,,,Cancelled,,
Zepto,O013575,C08347,,,2024-12-13,,,,Delivered,,
Zepto,O013576,C01024,,,2024-12-19,,,,Delivered,,
Zepto,O013577,C02547,,,2023-04-19,,,,Delivered,,
Zepto,O013578,C09840,,,2024-07-25,,,,Delivered,,
Zepto,O013579,C04912,,,2023-01-29,,,,Delivered,,
Zepto,O013580,C08070,,,2024-07-06,,,,Delivered,,
Zepto,O013581,C05355,,,2024-11-20,,,,Delivered,,
Zepto,O013582,C06396,,,2024-10-19,,,,Delivered,,
Zepto,O013583,C06876,,,2023-11-13,,,,Delivered,,
Zepto,O013584,C05146,,,2023-10-04,,,,Returned,,
Zepto,O013585,C07002,,,2024-04-30,,,,Delivered,,
Zepto,O013586,C06593,,,2023-01-20,,,,Delivered,,
Zepto,O013587,C00337,,,2024-02-20,,,,Cancelled,,
Zepto,O013588,C07756,,,2023-06-02,,,,Cancelled,,
Zepto,O013589,C02339,,,2023-05-11,,,,Delivered,,
Zepto,O013590,C01325,,,2023-08-13,,,,Delivered,,
Zepto,O013591,C05212,,,2023-12-07,,,,Delivered,,
Zepto,O013592,C09278,,,2023-02-18,,,,Delivered,,
Zepto,O013593,C00008,,,2024-04-07,,,,Out For Delivery,,
Zepto,O013594,C05800,,,2023-01-04,,,,Cancelled,,
Zepto,O013595,C09885,,,2023-04-26,,,,Cancelled,,
Zepto,O013596,C08961,,,2023-10-24,,,,Delivered,,
Zepto,O013597,C00842,,,2023-09-15,,,,Delivered,,
Zepto,O013598,C07592,,,2024-01-02,,,,Delivered,,
Zepto,O013599,C06725,,,2023-12-20,,,,Delivered,,
Zepto,O013600,C06605,,,2023-11-08,,,,Delivered,,
Zepto,O013601,C02666,,,2023-06-18,,,,Delivered,,
Zepto,O013602,C04888,,,2024-08-01,,,,Delivered,,
Zepto,O013603,C01122,,,2024-04-10,,,,Cancelled,,
Zepto,O013604,C03434,,,2024-01-21,,,,Delivered,,
Zepto,O013605,C04906,,,2024-04-21,,,,Delivered,,
Zepto,O013606,C00982,,,2024-06-19,,,,Delivered,,
Zepto,O013607,C03893,,,2024-08-23,,,,Cancelled,,
Zepto,O013608,C08323,,,2023-06-21,,,,Delivered,,
