platform,delivery_id,delivery_partner_id,order_id,delivery_time_minutes,distance_km,delivery_status,order_status,actual_delivery_datetime,promised_delivery_datetime,delay_reason
Zepto,D018356,,O018356,49,9.9,On Time,,,,
Zepto,D018357,,O018357,68,6.9,Late,,,,
Zepto,D018358,,O018358,31,4.1,On Time,,,,
Zepto,D018359,,O018359,65,7.8,Late,,,,
Zepto,D018360,,O018360,48,6.4,On Time,,,,
Zepto,D018361,,O018361,71,9.3,On Time,,,,
Zepto,D018362,,O018362,57,7.9,On Time,,,,
Zepto,D018363,,O018363,21,3.2,On Time,,,,
Zepto,D018364,,O018364,60,9.4,On Time,,,,
Zepto,D018365,,O018365,6,1.2,On Time,,,,
Zepto,D018366,,O018366,48,3.6,Late,,,,
Zepto,D018367,,O018367,32,1.9,Late,,,,
Zepto,D018368,,O018368,29,5.2,On Time,,,,
Zepto,D018369,,O018369,6,2.7,On Time,,,,
Zepto,D018370,,O018370,54,7.4,On Time,,,,
Zepto,D018371,,O018371,64,9.6,On Time,,,,
Zepto,D018372,,O018372,31,1.7,Late,,,,
Zepto,D018373,,O018373,20,3.6,On Time,,,,
Zepto,D018374,,O018374,65,5.6,Late,,,,
Zepto,D018375,,O018375,53,6.9,On Time,,,,
Zepto,D018376,,O018376,26,5.4,On Time,,,,
Zepto,D018377,,O018377,5,1.6,On Time,,,,
Zepto,D018378,,O018378,28,5.3,On Time,,,,
Zepto,D018379,,O018379,12,3.5,On Time,,,,
Zepto,D018380,,O018380,35,3.0,Late,,,,
Zepto,D018381,,O018381,36,5.5,On Time,,,,
Zepto,D018382,,O018382,10,1.1,On Time,,,,
Zepto,D018383,,O018383,32,1.9,Late,,,,
Zepto,D018384,,O018384,36,4.4,On Time,,,,
Zepto,D018385,,O018385,34,4.3,Late,,,,
Zepto,D018386,,O018386,21,3.2,On Time,,,,
Zepto,D018387,,O018387,44,3.0,Late,,,,
Zepto,D018388,,O018388,64,6.7,Late,,,,
Zepto,D018389,,O018389,23,2.3,On Time,,,,
Zepto,D018390,,O018390,73,9.7,Late,,,,
Zepto,D018391,,O018391,16,1.2,Late,,,,
Zepto,D018392,,O018392,16,2.8,On Time,,,,
Zepto,D018393,,O018393,20,3.8,On Time,,,,
Zepto,D018394,,O018394,37,6.7,On Time,,,,
Zepto,D018395,,O018395,34,2.5,Late,,,,
Zepto,D018396,,O018396,61,8.2,On Time,,,,
Zepto,D018397,,O018397,37,4.1,Late,,,,
Zepto,D018398,,O018398,59,7.5,On Time,,,,
Zepto,D018399,,O018399,73,7.8,Late,,,,
Zepto,D018400,,O018400,36,3.9,Late,,,,
Zepto,D018401,,O018401,5,1.4,On Time,,,,
Zepto,D018402,,O018402,41,2.7,Late,,,,
Zepto,D018403,,O018403,52,4.5,Late,,,,
Zepto,D018404,,O018404,79,6.8,Late,,,,
Zepto,D018405,,O018405,7,0.8,On Time,,,,
Zepto,D018406,,O018406,48,7.2,On Time,,,,
Zepto,D018407,,O018407,26,1.7,Late,,,,
Zepto,D018408,,O018408,7,1.5,On Time,,,,
Zepto,D018409,,O018409,92,8.7,Late,,,,
Zepto,D018410,,O018410,5,0.8,On Time,,,,
Zepto,D018411,,O018411,35,2.1,Late,,,,
Zepto,D018412,,O018412,31,2.1,Late,,,,
Zepto,D018413,,O018413,72,8.1,On Time,,,,
Zepto,D018414,,O018414,22,3.3,On Time,,,,
Zepto,D018415,,O018415,24,0.9,Late,,,,
Zepto,D018416,,O018416,38,5.1,On Time,,,,
Zepto,D018417,,O018417,28,2.5,Late,,,,
Zepto,D018418,,O018418,80,9.3,On Time,,,,
Zepto,D018419,,O018419,5,1.2,On Time,,,,
Zepto,D018420,,O018420,43,5.4,On Time,,,,
Zepto,D018421,,O018421,52,6.4,Late,,,,
Zepto,D018422,,O018422,44,6.1,Late,,,,
Zepto,D018423,,O018423,41,4.1,Late,,,,
Zepto,D018424,,O018424,78,8.1,Late,,,,
Zepto,D018425,,O018425,59,6.0,Late,,,,
Zepto,D018426,,O018426,24,3.3,On Time,,,,
Zepto,D018427,,O018427,31,6.1,On Time,,,,
Zepto,D018428,,O018428,44,6.9,On Time,,,,
Zepto,D018429,,O018429,34,3.3,Late,,,,
Zepto,D018430,,O018430,70,9.5,Late,,,,
Zepto,D018431,,O018431,44,6.5,On Time,,,,
Zepto,D018432,,O018432,34,7.1,On Time,,,,
Zepto,D018433,,O018433,47,6.0,On Time,,,,
Zepto,D018434,,O018434,70,8.3,Late,,,,
Zepto,D018435,,O018435,21,0.5,Late,,,,
Zepto,D018436,,O018436,27,5.6,On Time,,,,
Zepto,D018437,,O018437,48,7.0,On Time,,,,
Zepto,D018438,,O018438,28,4.4,On Time,,,,
Zepto,D018439,,O018439,83,8.4,Late,,,,
Zepto,D018440,,O018440,41,4.7,Late,,,,
Zepto,D018441,,O018441,71,9.8,On Time,,,,
Zepto,D018442,,O018442,35,2.0,Late,,,,
Zepto,D018443,,O018443,5,1.5,On Time,,,,
Zepto,D018444,,O018444,25,1.4,Late,,,,
Zepto,D018445,,O018445,29,5.5,On Time,,,,
Zepto,D018446,,O018446,85,7.7,Late,,,,
Zepto,D018447,,O018447,53,6.4,On Time,,,,
Zepto,D018448,,O018448,19,3.2,On Time,,,,
Zepto,D018449,,O018449,56,6.6,Late,,,,
Zepto,D018450,,O018450,45,4.0,Late,,,,
Zepto,D018451,,O018451,20,3.7,On Time,,,,
Zepto,D018452,,O018452,49,6.1,Late,,,,
Zepto,D018453,,O018453,27,1.3,Late,,,,
Zepto,D018454,,O018454,66,7.0,Late,,,,
Zepto,D018455,,O018455,80,9.8,Late,,,,
Zepto,D018456,,O018456,16,1.7,On Time,,,,
Zepto,D018457,,O018457,13,0.9,Late,,,,
Zepto,D018458,,O018458,26,4.1,On Time,,,,
Zepto,D018459,,O018459,49,6.7,On Time,,,,
Zepto,D018460,,O018460,78,9.6,Late,,,,
Zepto,D018461,,O018461,49,6.2,Late,,,,
Zepto,D018462,,O018462,44,7.2,On Time,,,,
Zepto,D018463,,O018463,46,6.1,On Time,,,,
Zepto,D018464,,O018464,30,4.3,Late,,,,
Zepto,D018465,,O018465,10,2.5,On Time,,,,
Zepto,D018466,,O018466,55,9.2,Late,,,,
Zepto,D018467,,O018467,43,8.5,On Time,,,,
Zepto,D018468,,O018468,19,1.0,Late,,,,
Zepto,D018469,,O018469,62,6.1,Late,,,,
Zepto,D018470,,O018470,42,4.8,Late,,,,
Zepto,D018471,,O018471,61,9.4,On Time,,,,
Zepto,D018472,,O018472,24,1.8,Late,,,,
Zepto,D018473,,O018473,73,9.1,Late,,,,
Zepto,D018474,,O018474,25,3.0,On Time,,,,
Zepto,D018475,,O018475,67,7.5,Late,,,,
Zepto,D018476,,O018476,32,4.3,Late,,,,
Zepto,D018477,,O018477,78,9.7,Late,,,,
Zepto,D018478,,O018478,35,6.2,On Time,,,,
Zepto,D018479,,O018479,19,3.5,On Time,,,,
Zepto,D018480,,O018480,35,4.8,On Time,,,,
Zepto,D018481,,O018481,43,4.8,On Time,,,,
Zepto,D018482,,O018482,28,3.4,Late,,,,
Zepto,D018483,,O018483,20,4.4,On Time,,,,
Zepto,D018484,,O018484,32,4.9,On Time,,,,
Zepto,D018485,,O018485,45,6.3,On Time,,,,
Zepto,D018486,,O018486,60,8.0,On Time,,,,
Zepto,D018487,,O018487,24,2.4,Late,,,,
Zepto,D018488,,O018488,66,7.8,On Time,,,,
Zepto,D018489,,O018489,78,9.4,On Time,,,,
Zepto,D018490,,O018490,41,3.6,Late,,,,
Zepto,D018491,,O018491,20,2.0,Late,,,,
Zepto,D018492,,O018492,56,6.7,On Time,,,,
Zepto,D018493,,O018493,89,9.7,Late,,,,
Zepto,D018494,,O018494,39,4.7,On Time,,,,
Zepto,D018495,,O018495,5,0.7,On Time,,,,
Zepto,D018496,,O018496,61,8.6,On Time,,,,
Zepto,D018497,,O018497,5,0.5,On Time,,,,
Zepto,D018498,,O018498,48,5.8,On Time,,,,
Zepto,D018499,,O018499,81,9.5,On Time,,,,
Zepto,D018500,,O018500,43,4.7,Late,,,,
Zepto,D018501,,O018501,43,7.0,On Time,,,,
Zepto,D018502,,O018502,5,0.9,On Time,,,,
Zepto,D018503,,O018503,52,4.3,Late,,,,
Zepto,D018504,,O018504,47,6.5,Late,,,,
Zepto,D018505,,O018505,51,5.5,Late,,,,
Zepto,D018506,,O018506,61,7.3,Late,,,,
Zepto,D018507,,O018507,57,4.4,Late,,,,
Zepto,D018508,,O018508,71,9.6,Late,,,,
Zepto,D018509,,O018509,62,7.9,Late,,,,
Zepto,D018510,,O018510,32,2.0,Late,,,,
Zepto,D018511,,O018511,7,2.1,On Time,,,,
Zepto,D018512,,O018512,36,6.5,On Time,,,,
Zepto,D018513,,O018513,67,8.9,On Time,,,,
Zepto,D018514,,O018514,31,4.2,On Time,,,,
Zepto,D018515,,O018515,53,5.7,Late,,,,
Zepto,D018516,,O018516,31,5.1,On Time,,,,
Zepto,D018517,,O018517,8,1.2,On Time,,,,
Zepto,D018518,,O018518,26,1.2,Late,,,,
Zepto,D018519,,O018519,78,9.7,On Time,,,,
Zepto,D018520,,O018520,15,1.4,Late,,,,
Zepto,D018521,,O018521,51,7.8,Late,,,,
Zepto,D018522,,O018522,13,2.4,On Time,,,,
Zepto,D018523,,O018523,42,7.4,On Time,,,,
Zepto,D018524,,O018524,29,5.1,On Time,,,,
Zepto,D018525,,O018525,35,3.5,Late,,,,
Zepto,D018526,,O018526,52,7.2,Late,,,,
Zepto,D018527,,O018527,66,9.4,Late,,,,
Zepto,D018528,,O018528,60,9.0,On Time,,,,
Zepto,D018529,,O018529,10,1.8,On Time,,,,
Zepto,D018530,,O018530,80,9.0,Late,,,,
Zepto,D018531,,O018531,15,3.6,On Time,,,,
Zepto,D018532,,O018532,28,6.4,On Time,,,,
Zepto,D018533,,O018533,29,3.5,Late,,,,
Zepto,D018534,,O018534,47,7.1,On Time,,,,
Zepto,D018535,,O018535,29,3.7,On Time,,,,
Zepto,D018536,,O018536,13,1.0,Late,,,,
Zepto,D018537,,O018537,5,0.7,On Time,,,,
Zepto,D018538,,O018538,9,1.6,On Time,,,,
Zepto,D018539,,O018539,26,6.1,On Time,,,,
Zepto,D018540,,O018540,85,9.5,Late,,,,
Zepto,D018541,,O018541,22,2.3,Late,,,,
Zepto,D018542,,O018542,34,5.3,Late,,,,
Zepto,D018543,,O018543,26,5.1,On Time,,,,
Zepto,D018544,,O018544,24,1.7,Late,,,,
Zepto,D018545,,O018545,24,0.9,Late,,,,
Zepto,D018546,,O018546,31,6.3,On Time,,,,
Zepto,D018547,,O018547,17,0.7,Late,,,,
Zepto,D018548,,O018548,59,5.6,Late,,,,
Zepto,D018549,,O018549,93,9.8,Late,,,,
Zepto,D018550,,O018550,71,8.4,Late,,,,
Zepto,D018551,,O018551,15,3.0,On Time,,,,
Zepto,D018552,,O018552,27,3.8,On Time,,,,
Zepto,D018553,,O018553,27,4.2,On Time,,,,
Zepto,D018554,,O018554,61,7.5,On Time,,,,
Zepto,D018555,,O018555,29,1.3,Late,,,,
Zepto,D018556,,O018556,18,2.6,On Time,,,,
Zepto,D018557,,O018557,27,1.9,Late,,,,
Zepto,D018558,,O018558,52,5.7,Late,,,,
Zepto,D018559,,O018559,50,6.2,Late,,,,
Zepto,D018560,,O018560,47,6.4,On Time,,,,
Zepto,D018561,,O018561,33,5.6,On Time,,,,
Zepto,D018562,,O018562,20,3.4,On Time,,,,
Zepto,D018563,,O018563,50,6.6,On Time,,,,
Zepto,D018564,,O018564,33,5.4,On Time,,,,
Zepto,D018565,,O018565,66,9.0,On Time,,,,
Zepto,D018566,,O018566,47,7.6,On Time,,,,
Zepto,D018567,,O018567,43,6.7,On Time,,,,
Zepto,D018568,,O018568,29,4.4,Late,,,,
Zepto,D018569,,O018569,66,7.3,Late,,,,
Zepto,D018570,,O018570,69,7.8,Late,,,,
Zepto,D018571,,O018571,59,6.8,On Time,,,,
Zepto,D018572,,O018572,42,6.4,On Time,,,,
Zepto,D018573,,O018573,46,6.1,On Time,,,,
Zepto,D018574,,O018574,34,3.8,Late,,,,
Zepto,D018575,,O018575,5,2.0,On Time,,,,
Zepto,D018576,,O018576,62,7.3,Late,,,,
Zepto,D018577,,O018577,47,6.1,On Time,,,,
Zepto,D018578,,O018578,45,3.9,Late,,,,
Zepto,D018579,,O018579,27,4.8,On Time,,,,
Zepto,D018580,,O018580,36,4.6,On Time,,,,
Zepto,D018581,,O018581,50,5.6,Late,,,,
Zepto,D018582,,O018582,5,1.1,On Time,,,,
Zepto,D018583,,O018583,22,0.8,Late,,,,
Zepto,D018584,,O018584,29,3.3,Late,,,,
Zepto,D018585,,O018585,14,3.0,On Time,,,,
Zepto,D018586,,O018586,21,3.3,On Time,,,,
Zepto,D018587,,O018587,22,1.2,Late,,,,
Zepto,D018588,,O018588,43,5.7,Late,,,,
Zepto,D018589,,O018589,59,5.6,Late,,,,
Zepto,D018590,,O018590,47,5.8,Late,,,,
Zepto,D018591,,O018591,5,2.1,On Time,,,,
Zepto,D018592,,O018592,42,5.4,Late,,,,
Zepto,D018593,,O018593,35,7.1,On Time,,,,
Zepto,D018594,,O018594,29,4.3,On Time,,,,
Zepto,D018595,,O018595,64,10.0,On Time,,,,
Zepto,D018596,,O018596,21,0.8,Late,,,,
Zepto,D018597,,O018597,40,5.0,Late,,,,
Zepto,D018598,,O018598,7,2.7,On Time,,,,
Zepto,D018599,,O018599,53,8.7,On Time,,,,
Zepto,D018600,,O018600,15,1.9,On Time,,,,
Zepto,D018601,,O018601,69,8.3,Late,,,,
Zepto,D018602,,O018602,71,6.8,Late,,,,
Zepto,D018603,,O018603,63,8.8,On Time,,,,
Zepto,D018604,,O018604,43,6.6,Late,,,,
Zepto,D018605,,O018605,9,1.2,On Time,,,,
Zepto,D018606,,O018606,81,9.0,Late,,,,
Zepto,D018607,,O018607,80,9.5,Late,,,,
Zepto,D018608,,O018608,9,2.5,On Time,,,,
Zepto,D018609,,O018609,29,4.3,On Time,,,,
Zepto,D018610,,O018610,28,5.7,On Time,,,,
Zepto,D018611,,O018611,15,3.1,On Time,,,,
Zepto,D018612,,O018612,36,5.4,On Time,,,,
Zepto,D018613,,O018613,47,5.7,On Time,,,,
Zepto,D018614,,O018614,64,7.9,On Time,,,,
Zepto,D018615,,O018615,5,0.6,On Time,,,,
Zepto,D018616,,O018616,53,7.4,Late,,,,
Zepto,D018617,,O018617,23,3.0,On Time,,,,
Zepto,D018618,,O018618,42,6.1,On Time,,,,
Zepto,D018619,,O018619,61,7.1,Late,,,,
Zepto,D018620,,O018620,44,5.4,Late,,,,
Zepto,D018621,,O018621,15,2.0,On Time,,,,
Zepto,D018622,,O018622,17,1.8,Late,,,,
Zepto,D018623,,O018623,41,6.7,On Time,,,,
Zepto,D018624,,O018624,24,1.7,Late,,,,
Zepto,D018625,,O018625,57,8.7,On Time,,,,
Zepto,D018626,,O018626,64,8.7,Late,,,,
Zepto,D018627,,O018627,19,1.4,Late,,,,
Zepto,D018628,,O018628,43,2.7,Late,,,,
Zepto,D018629,,O018629,7,2.3,On Time,,,,
Zepto,D018630,,O018630,45,5.5,Late,,,,
Zepto,D018631,,O018631,39,4.9,Late,,,,
Zepto,D018632,,O018632,74,9.5,Late,,,,
Zepto,D018633,,O018633,9,1.1,On Time,,,,
Zepto,D018634,,O018634,22,4.4,On Time,,,,
Zepto,D018635,,O018635,39,6.5,On Time,,,,
Zepto,D018636,,O018636,12,2.4,On Time,,,,
Zepto,D018637,,O018637,76,7.5,Late,,,,
Zepto,D018638,,O018638,59,7.6,Late,,,,
Zepto,D018639,,O018639,28,2.2,Late,,,,
Zepto,D018640,,O018640,35,4.7,On Time,,,,
Zepto,D018641,,O018641,14,4.1,On Time,,,,
Zepto,D018642,,O018642,43,4.6,Late,,,,
Zepto,D018643,,O018643,22,1.4,Late,,,,
Zepto,D018644,,O018644,34,3.0,Late,,,,
Zepto,D018645,,O018645,5,1.4,On Time,,,,
Zepto,D018646,,O018646,59,8.4,Late,,,,
Zepto,D018647,,O018647,5,1.5,On Time,,,,
Zepto,D018648,,O018648,32,4.8,On Time,,,,
Zepto,D018649,,O018649,27,3.8,On Time,,,,
Zepto,D018650,,O018650,21,4.1,On Time,,,,
Zepto,D018651,,O018651,63,9.1,On Time,,,,
Zepto,D018652,,O018652,41,6.1,On Time,,,,
Zepto,D018653,,O018653,21,4.9,On Time,,,,
Zepto,D018654,,O018654,38,7.7,On Time,,,,
Zepto,D018655,,O018655,5,1.3,On Time,,,,
Zepto,D018656,,O018656,37,3.7,Late,,,,
Zepto,D018657,,O018657,68,7.6,Late,,,,
Zepto,D018658,,O018658,23,5.2,On Time,,,,
Zepto,D018659,,O018659,54,7.8,On Time,,,,
Zepto,D018660,,O018660,64,6.8,Late,,,,
Zepto,D018661,,O018661,44,5.8,On Time,,,,
Zepto,D018662,,O018662,42,6.2,On Time,,,,
Zepto,D018663,,O018663,69,8.7,On Time,,,,
Zepto,D018664,,O018664,10,1.2,On Time,,,,
Zepto,D018665,,O018665,58,7.2,Late,,,,
Zepto,D018666,,O018666,17,2.8,On Time,,,,
Zepto,D018667,,O018667,5,1.4,On Time,,,,
Zepto,D018668,,O018668,12,0.6,Late,,,,
Zepto,D018669,,O018669,69,9.3,On Time,,,,
Zepto,D018670,,O018670,33,4.9,On Time,,,,
Zepto,D018671,,O018671,18,2.6,On Time,,,,
Zepto,D018672,,O018672,12,2.3,On Time,,,,
Zepto,D018673,,O018673,81,8.4,Late,,,,
Zepto,D018674,,O018674,49,4.7,Late,,,,
Zepto,D018675,,O018675,5,1.2,On Time,,,,
Zepto,D018676,,O018676,5,1.8,On Time,,,,
Zepto,D018677,,O018677,62,9.6,Late,,,,
Zepto,D018678,,O018678,64,7.3,Late,,,,
Zepto,D018679,,O018679,36,2.7,Late,,,,
Zepto,D018680,,O018680,18,2.8,On Time,,,,
Zepto,D018681,,O018681,28,3.4,On Time,,,,
Zepto,D018682,,O018682,13,2.5,On Time,,,,
Zepto,D018683,,O018683,64,7.4,Late,,,,
Zepto,D018684,,O018684,76,7.8,Late,,,,
Zepto,D018685,,O018685,16,2.3,On Time,,,,
Zepto,D018686,,O018686,18,4.6,On Time,,,,
Zepto,D018687,,O018687,36,3.3,Late,,,,
Zepto,D018688,,O018688,8,0.8,On Time,,,,
Zepto,D018689,,O018689,5,0.6,On Time,,,,
Zepto,D018690,,O018690,38,7.1,On Time,,,,
Zepto,D018691,,O018691,45,5.0,Late,,,,
Zepto,D018692,,O018692,37,2.9,Late,,,,
Zepto,D018693,,O018693,84,9.8,Late,,,,
Zepto,D018694,,O018694,50,9.2,On Time,,,,
Zepto,D018695,,O018695,55,5.8,Late,,,,
Zepto,D018696,,O018696,23,2.2,Late,,,,
Zepto,D018697,,O018697,48,7.1,On Time,,,,
Zepto,D018698,,O018698,31,6.3,On Time,,,,
Zepto,D018699,,O018699,10,3.2,On Time,,,,
Zepto,D018700,,O018700,26,5.2,On Time,,,,
Zepto,D018701,,O018701,41,6.2,On Time,,,,
Zepto,D018702,,O018702,45,6.5,On Time,,,,
Zepto,D018703,,O018703,28,4.0,Late,,,,
Zepto,D018704,,O018704,68,8.0,Late,,,,
Zepto,D018705,,O018705,8,0.9,On Time,,,,
Zepto,D018706,,O018706,23,3.9,On Time,,,,
Zepto,D018707,,O018707,37,5.9,Late,,,,
Zepto,D018708,,O018708,39,4.7,Late,,,,
Zepto,D018709,,O018709,19,4.1,On Time,,,,
Zepto,D018710,,O018710,51,6.9,Late,,,,
Zepto,D018711,,O018711,12,1.2,On Time,,,,
Zepto,D018712,,O018712,79,7.9,Late,,,,
Zepto,D018713,,O018713,26,2.6,Late,,,,
Zepto,D018714,,O018714,11,2.1,On Time,,,,
Zepto,D018715,,O018715,49,7.0,Late,,,,
Zepto,D018716,,O018716,39,4.6,On Time,,,,
Zepto,D018717,,O018717,80,8.8,Late,,,,
Zepto,D018718,,O018718,36,2.4,Late,,,,
Zepto,D018719,,O018719,55,6.7,On Time,,,,
Zepto,D018720,,O018720,56,8.1,Late,,,,
Zepto,D018721,,O018721,22,5.1,On Time,,,,
Zepto,D018722,,O018722,8,1.6,On Time,,,,
Zepto,D018723,,O018723,65,6.8,Late,,,,
Zepto,D018724,,O018724,55,8.5,Late,,,,
Zepto,D018725,,O018725,17,2.1,On Time,,,,
Zepto,D018726,,O018726,59,7.7,On Time,,,,
Zepto,D018727,,O018727,66,8.3,On Time,,,,
Zepto,D018728,,O018728,76,8.9,Late,,,,
Zepto,D018729,,O018729,49,6.1,Late,,,,
Zepto,D018730,,O018730,51,6.1,Late,,,,
Zepto,D018731,,O018731,56,7.4,On Time,,,,
Zepto,D018732,,O018732,51,6.5,Late,,,,
Zepto,D018733,,O018733,73,7.6,Late,,,,
Zepto,D018734,,O018734,50,6.1,Late,,,,
Zepto,D018735,,O018735,64,8.4,On Time,,,,
Zepto,D018736,,O018736,40,5.5,Late,,,,
Zepto,D018737,,O018737,61,8.4,Late,,,,
Zepto,D018738,,O018738,47,6.5,On Time,,,,
Zepto,D018739,,O018739,25,3.8,On Time,,,,
Zepto,D018740,,O018740,26,5.5,On Time,,,,
Zepto,D018741,,O018741,46,8.7,On Time,,,,
Zepto,D018742,,O018742,41,8.1,On Time,,,,
Zepto,D018743,,O018743,47,4.2,Late,,,,
Zepto,D018744,,O018744,51,6.8,On Time,,,,
Zepto,D018745,,O018745,66,9.1,On Time,,,,
Zepto,D018746,,O018746,51,4.9,Late,,,,
Zepto,D018747,,O018747,62,9.6,Late,,,,
Zepto,D018748,,O018748,25,3.8,On Time,,,,
Zepto,D018749,,O018749,68,7.3,Late,,,,
Zepto,D018750,,O018750,8,2.6,On Time,,,,
Zepto,D018751,,O018751,40,3.9,Late,,,,
Zepto,D018752,,O018752,84,8.1,Late,,,,
Zepto,D018753,,O018753,80,9.0,Late,,,,
Zepto,D018754,,O018754,74,8.9,Late,,,,
Zepto,D018755,,O018755,46,6.1,Late,,,,
Zepto,D018756,,O018756,7,1.1,On Time,,,,
Zepto,D018757,,O018757,50,5.0,Late,,,,
Zepto,D018758,,O018758,35,6.6,On Time,,,,
Zepto,D018759,,O018759,15,3.0,On Time,,,,
Zepto,D018760,,O018760,72,9.5,Late,,,,
Zepto,D018761,,O018761,56,7.1,Late,,,,
Zepto,D018762,,O018762,71,9.7,Late,,,,
Zepto,D018763,,O018763,67,8.4,On Time,,,,
Zepto,D018764,,O018764,68,6.8,Late,,,,
Zepto,D018765,,O018765,51,5.6,Late,,,,
Zepto,D018766,,O018766,29,4.9,On Time,,,,
Zepto,D018767,,O018767,73,8.4,Late,,,,
Zepto,D018768,,O018768,33,6.1,On Time,,,,
Zepto,D018769,,O018769,86,9.8,Late,,,,
Zepto,D018770,,O018770,56,6.7,Late,,,,
Zepto,D018771,,O018771,8,2.3,On Time,,,,
Zepto,D018772,,O018772,17,0.6,Late,,,,
Zepto,D018773,,O018773,69,6.4,Late,,,,
Zepto,D018774,,O018774,33,3.8,On Time,,,,
Zepto,D018775,,O018775,62,8.0,On Time,,,,
Zepto,D018776,,O018776,60,7.7,On Time,,,,
Zepto,D018777,,O018777,43,6.0,On Time,,,,
Zepto,D018778,,O018778,20,3.5,On Time,,,,
Zepto,D018779,,O018779,54,9.5,On Time,,,,
Zepto,D018780,,O018780,5,1.1,On Time,,,,
Zepto,D018781,,O018781,30,5.6,On Time,,,,
Zepto,D018782,,O018782,23,4.1,On Time,,,,
Zepto,D018783,,O018783,23,2.2,On Time,,,,
Zepto,D018784,,O018784,81,7.4,Late,,,,
Zepto,D018785,,O018785,48,6.0,On Time,,,,
Zepto,D018786,,O018786,52,7.9,On Time,,,,
Zepto,D018787,,O018787,27,3.0,Late,,,,
Zepto,D018788,,O018788,12,2.4,On Time,,,,
Zepto,D018789,,O018789,39,3.1,Late,,,,
Zepto,D018790,,O018790,61,8.1,On Time,,,,
Zepto,D018791,,O018791,31,3.9,Late,,,,
Zepto,D018792,,O018792,13,3.8,On Time,,,,
Zepto,D018793,,O018793,42,7.4,On Time,,,,
Zepto,D018794,,O018794,21,2.8,On Time,,,,
Zepto,D018795,,O018795,68,6.3,Late,,,,
Zepto,D018796,,O018796,5,1.2,On Time,,,,
Zepto,D018797,,O018797,32,2.5,Late,,,,
Zepto,D018798,,O018798,63,9.2,On Time,,,,
Zepto,D018799,,O018799,47,4.0,Late,,,,
Zepto,D018800,,O018800,48,4.7,Late,,,,
Zepto,D018801,,O018801,47,6.4,On Time,,,,
Zepto,D018802,,O018802,46,5.0,Late,,,,
Zepto,D018803,,O018803,48,4.3,Late,,,,
Zepto,D018804,,O018804,61,6.4,Late,,,,
Zepto,D018805,,O018805,49,6.1,Late,,,,
Zepto,D018806,,O018806,45,8.0,On Time,,,,
Zepto,D018807,,O018807,54,4.7,Late,,,,
Zepto,D018808,,O018808,54,6.8,Late,,,,
Zepto,D018809,,O018809,21,2.6,On Time,,,,
Zepto,D018810,,O018810,47,5.3,Late,,,,
Zepto,D018811,,O018811,13,1.2,Late,,,,
Zepto,D018812,,O018812,42,5.4,Late,,,,
Zepto,D018813,,O018813,38,4.7,On Time,,,,
Zepto,D018814,,O018814,69,8.0,Late,,,,
Zepto,D018815,,O018815,5,1.8,On Time,,,,
Zepto,D018816,,O018816,10,0.7,On Time,,,,
Zepto,D018817,,O018817,16,5.0,On Time,,,,
Zepto,D018818,,O018818,69,8.6,Late,,,,
Zepto,D018819,,O018819,26,4.2,On Time,,,,
Zepto,D018820,,O018820,57,7.8,Late,,,,
Zepto,D018821,,O018821,33,4.5,Late,,,,
Zepto,D018822,,O018822,51,8.6,On Time,,,,
Zepto,D018823,,O018823,83,8.5,Late,,,,
Zepto,D018824,,O018824,36,6.6,On Time,,,,
Zepto,D018825,,O018825,24,0.7,Late,,,,
Zepto,D018826,,O018826,54,5.4,Late,,,,
Zepto,D018827,,O018827,15,3.5,On Time,,,,
Zepto,D018828,,O018828,89,9.3,Late,,,,
Zepto,D018829,,O018829,44,4.5,Late,,,,
Zepto,D018830,,O018830,19,1.1,Late,,,,
Zepto,D018831,,O018831,36,8.7,On Time,,,,
Zepto,D018832,,O018832,38,6.4,On Time,,,,
Zepto,D018833,,O018833,29,4.3,On Time,,,,
Zepto,D018834,,O018834,66,8.9,Late,,,,
Zepto,D018835,,O018835,63,9.0,On Time,,,,
Zepto,D018836,,O018836,13,2.4,On Time,,,,
Zepto,D018837,,O018837,39,6.6,Late,,,,
Zepto,D018838,,O018838,67,6.2,Late,,,,
Zepto,D018839,,O018839,65,9.8,Late,,,,
Zepto,D018840,,O018840,13,2.8,On Time,,,,
Zepto,D018841,,O018841,50,7.4,On Time,,,,
Zepto,D018842,,O018842,5,0.8,On Time,,,,
Zepto,D018843,,O018843,68,8.6,Late,,,,
Zepto,D018844,,O018844,42,4.9,Late,,,,
Zepto,D018845,,O018845,35,2.2,Late,,,,
Zepto,D018846,,O018846,12,2.2,On Time,,,,
Zepto,D018847,,O018847,38,4.3,Late,,,,
Zepto,D018848,,O018848,72,8.1,Late,,,,
Zepto,D018849,,O018849,5,1.3,On Time,,,,
Zepto,D018850,,O018850,70,7.5,Late,,,,
Zepto,D018851,,O018851,32,3.6,Late,,,,
Zepto,D018852,,O018852,21,2.5,Late,,,,
Zepto,D018853,,O018853,48,4.3,Late,,,,
Zepto,D018854,,O018854,38,7.8,On Time,,,,
Zepto,D018855,,O018855,23,1.5,Late,,,,
Zepto,D018856,,O018856,18,0.7,Late,,,,
Zepto,D018857,,O018857,32,5.1,On Time,,,,
Zepto,D018858,,O018858,34,3.2,Late,,,,
Zepto,D018859,,O018859,31,5.8,On Time,,,,
Zepto,D018860,,O018860,53,6.5,On Time,,,,
